06/08/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		871		357		202		230		4153		0		0
	2		873		356		204		227		3949		0		0
	3		873		357		204		190		3541		0		0
	4		874		351		203		189		3263		0		0
	5		877		354		203		189		3004		0		0
	6		879		356		203		195		2458		0		0
	7		880		360		204		223		1838		371		0
	8		880		355		199		246		1037		1513		64
	9		875		343		197		269		513		2660		372
	10		873		335		197		264		287		3382		537
	11		872		333		196		257		417		3839		566
	12		870		334		195		264		597		4006		569
	13		872		331		193		278		461		4016		565
	14		871		330		189		277		329		3981		562
	15		872		329		148		271		215		3933		556
	16		870		324		150		278		128		3634		555
	17		870		320		156		277		194		3120		521
	18		869		323		156		283		450		2310		436
	19		870		324		158		311		1005		1129		234
	20		870		323		158		314		1287		225		5
	21		871		323		159		288		1551		0		0
	22		871		322		159		260		1639		0		0
	23		870		322		159		252		1511		0		0
	24		874		320		182		246		1308		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		5813		2282		5936		8840		1300				
	2		5609		2169		5355		8902		854				
	3		5166		1960		5432		8954		761				
	4		4880		1726		5253		8968		763				
	5		4627		1495		5523		9203		713				
	6		4091		1342		6008		9358		731				
	7		3875		1253		6254		9208		801				
	8		4294		1155		6266		9021		1223				
	9		5230		1146		6774		8716		1377				
	10		5874		1146		7411		8575		1449				
	11		6479		1145		8375		8402		1524				
	12		6835		1145		9968		8016		1612				
	13		6717		1157		11491		7739		1916				
	14		6540		1282		12883		7438		2336				
	15		6323		1400		13949		7715		2557				
	16		5938		1579		14730		7929		3139				
	17		5458		1760		15289		8356		3623				
	18		4827		1940		15921		8842		3597				
	19		4031		2120		16035		9262		3577				
	20		3182		2223		16092		9578		3127				
	21		3191		2225		15845		9472		3291				
	22		3251		2225		14959		9337		3002				
	23		3114		2252		13158		9267		2177				
	24		2930		2278		10746		9260		1869				
