08/20/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		881		300		185		163		2345		0		0
	2		882		300		187		156		2176		0		0
	3		882		300		187		122		2027		0		0
	4		882		304		187		121		1890		0		0
	5		883		303		187		121		1756		0		0
	6		883		301		185		160		1677		0		0
	7		882		297		182		162		1481		58		0
	8		882		299		178		178		1350		879		0
	9		881		310		179		176		1099		2261		51
	10		879		320		180		206		1069		3375		144
	11		878		325		182		222		877		3831		196
	12		877		332		183		227		828		3903		213
	13		876		347		186		223		899		3718		363
	14		877		355		185		240		1108		3632		531
	15		877		357		186		244		1285		3661		412
	16		877		354		187		266		1383		3740		330
	17		877		359		187		301		1418		3032		315
	18		877		362		188		299		1611		2043		316
	19		877		360		187		258		1708		787		133
	20		877		360		187		260		1720		0		0
	21		877		359		187		233		1939		0		0
	22		878		344		186		231		2271		0		0
	23		878		325		186		190		2126		0		0
	24		878		340		185		167		1665		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		3874		1604		11735		7324		633				
	2		3701		1600		10466		7743		637				
	3		3518		1600		10114		7858		687				
	4		3385		1602		10365		7584		685				
	5		3250		1605		10580		7361		672				
	6		3206		1607		10939		7871		648				
	7		3063		1609		12240		8169		833				
	8		3766		1608		12621		8587		709				
	9		4957		1609		12628		8714		766				
	10		6173		1606		12341		8938		812				
	11		6510		1617		13289		8649		846				
	12		6561		1635		13935		8578		997				
	13		6613		1635		14392		8644		995				
	14		6929		1617		14785		8576		1416				
	15		7022		1606		14761		8966		1722				
	16		7136		1614		14786		8980		2191				
	17		6489		1636		14992		9182		2750				
	18		5695		1637		15274		9280		2801				
	19		4309		1635		15403		9594		2959				
	20		3405		1636		15625		9857		2782				
	21		3594		1638		16254		9924		2313				
	22		3910		1637		15242		9603		1637				
	23		3705		1639		13342		9470		1178				
	24		3235		1639		12606		8406		954				
