08/10/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		885		332		201		178		2325		0		0
	2		886		334		201		166		2000		0		0
	3		886		333		201		130		1638		0		0
	4		886		331		202		131		1368		0		0
	5		887		337		202		130		1171		0		0
	6		887		343		201		130		989		0		0
	7		888		342		201		134		859		106		0
	8		889		339		201		187		766		1036		0
	9		889		334		201		192		685		2449		193
	10		888		319		201		191		567		3347		277
	11		887		316		201		192		467		3879		291
	12		886		317		201		191		485		4079		285
	13		886		316		201		200		420		4080		281
	14		885		315		201		242		330		3965		279
	15		885		317		202		242		389		4070		286
	16		885		316		202		240		491		3743		285
	17		885		316		201		256		716		3088		202
	18		885		316		201		277		1208		2199		100
	19		886		306		201		271		1311		903		70
	20		886		304		201		264		1126		0		0
	21		886		302		200		264		1166		0		0
	22		887		303		198		229		1347		0		0
	23		888		304		196		188		1321		0		0
	24		888		304		198		183		1470		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		3921		2271		10496		7690		1084				
	2		3588		2272		9756		7511		1109				
	3		3188		2273		9504		7471		845				
	4		2918		2272		9707		6952		761				
	5		2727		2272		9634		7106		686				
	6		2550		2272		9954		7172		637				
	7		2531		2272		9623		7372		596				
	8		3418		2273		9308		6931		830				
	9		4942		2271		9168		6732		968				
	10		5790		2271		9295		7115		964				
	11		6234		2272		9954		7001		1124				
	12		6445		2270		10583		7622		1245				
	13		6384		2271		11585		7866		1454				
	14		6218		2270		12330		8016		2044				
	15		6390		2271		12917		7952		2391				
	16		6161		2271		13650		8242		2842				
	17		5665		2266		13299		9420		3361				
	18		5186		2265		13675		9550		3718				
	19		3949		2269		14071		10060		3792				
	20		2781		2271		14582		10217		3352				
	21		2818		2268		15022		10573		2878				
	22		2964		2266		14238		10332		2245				
	23		2897		2272		13307		9787		1262				
	24		3043		2272		11814		8626		1118				
