11/20/14			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		1035		320		167		55		1231		0		0		
	2		1043		317		167		20		1188		0		0		
	3		1087		321		167		21		1144		0		0		
	4		1093		320		166		20		1256		0		0		
	5		1092		322		167		21		955		0		0		
	6		1094		300		166		70		548		0		0		
	7		1095		297		167		81		447		57		0		
	8		1089		296		164		82		250		1057		0		
	9		1087		291		165		83		120		2586		32		
	10		1086		312		166		89		119		3152		239		
	11		1088		319		165		89		117		3161		451		
	12		1087		320		163		83		181		3178		408		
	13		1087		320		164		84		393		2963		311		
	14		1086		320		165		97		502		2352		26		
	15		1086		322		169		92		1082		1498		27		
	16		1087		323		171		108		1870		653		28		
	17		1087		323		169		118		2014		0		5		
	18		1089		322		169		159		1462		0		0		
	19		1087		315		170		159		2262		0		0		
	20		1088		298		170		124		2719		0		0		
	21		1088		319		170		112		1881		0		0		
	22		1088		320		170		110		1052		0		0		
	23		1087		320		168		97		1213		0		0		
	24		1088		296		170		79		1490		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2808		2258		10224		5459		372						
	2		2735		2258		9563		5502		298						
	3		2738		2259		9524		5137		279						
	4		2855		2260		9449		5023		298						
	5		2557		2260		9855		5293		494						
	6		2178		2261		11220		5812		531						
	7		2143		2261		12523		6387		1159						
	8		2939		2261		13015		6512		1071						
	9		4364		2260		12278		6556		927						
	10		5163		2261		12017		6813		707						
	11		5390		2259		12119		6783		668						
	12		5419		2258		12518		6504		626						
	13		5323		2259		12461		6660		654						
	14		4547		2259		13139		6644		920						
	15		4275		2258		13295		6713		763						
	16		4240		2259		13045		6846		833						
	17		3717		2260		14145		6939		1225						
	18		3200		2261		16288		6837		1456						
	19		3994		2263		14943		7222		1394						
	20		4398		2264		14051		6985		1585						
	21		3571		2263		13737		7212		1450						
	22		2740		2263		13650		6684		1149						
	23		2886		2263		12022		6127		919						
	24		3124		2262		10588		5851		536						
