09/07/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		879		346		206		172		1448		0		0
	2		880		345		206		168		1239		0		0
	3		881		345		207		169		1207		0		0
	4		881		347		212		155		1135		0		0
	5		881		347		215		116		1034		0		0
	6		881		346		218		117		1036		0		0
	7		882		348		216		119		1092		35		0
	8		882		347		200		123		1011		681		0
	9		881		338		207		125		983		1937		102
	10		879		330		211		124		979		2601		218
	11		878		328		215		186		791		3176		237
	12		875		327		216		197		617		3613		226
	13		874		336		216		212		588		3283		220
	14		873		343		215		233		579		2926		192
	15		873		342		208		249		780		2606		153
	16		872		341		214		255		810		2749		11
	17		871		342		215		261		971		2304		0
	18		870		343		215		301		1183		1073		0
	19		871		343		215		299		1156		299		0
	20		872		342		217		293		1300		0		0
	21		873		341		216		280		1462		0		0
	22		873		341		217		230		1491		0		0
	23		874		342		218		192		1532		0		0
	24		876		342		218		154		1471		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		3051		2154		13482		5986		970				
	2		2837		2220		12905		5637		715				
	3		2808		2235		12395		5266		515				
	4		2731		2232		11732		5371		496				
	5		2592		2245		11785		5438		543				
	6		2598		2268		11730		5540		565				
	7		2692		2269		11300		6015		561				
	8		3244		2272		11255		5973		596				
	9		4573		2275		11470		5658		971				
	10		5341		2275		11908		5866		1112				
	11		5811		2272		13069		5838		1202				
	12		6071		2267		14465		6207		1268				
	13		5728		2268		15343		7093		1492				
	14		5362		2266		16369		7638		1807				
	15		5211		2267		17063		8003		2176				
	16		5252		2268		17278		8441		2608				
	17		4964		2268		17423		8914		3145				
	18		3986		2268		17858		9447		3327				
	19		3182		2270		18095		9258		3309				
	20		3024		2270		17927		9322		3328				
	21		3172		2273		17709		9176		2910				
	22		3153		2268		16403		8754		2362				
	23		3158		2265		14678		8088		1604				
	24		3061		2272		13597		6930		1064				
