12/10/14			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		1064		271		182		161		59		0		0		
	2		1064		263		183		142		28		0		0		
	3		1064		268		183		127		50		0		0		
	4		1063		270		183		122		56		0		0		
	5		1063		271		182		122		85		0		0		
	6		1060		270		181		159		110		0		0		
	7		1059		268		181		163		150		0		0		
	8		1060		270		176		180		192		705		0		
	9		1059		272		177		176		161		1891		0		
	10		1057		273		177		172		218		2563		96		
	11		1056		272		174		172		270		2909		317		
	12		1056		273		172		173		211		2904		379		
	13		1055		278		172		169		158		2857		172		
	14		1053		282		159		168		135		2551		9		
	15		1050		281		160		182		225		1727		24		
	16		1051		288		160		182		378		703		0		
	17		1051		287		161		201		518		0		0		
	18		1051		282		161		253		551		0		0		
	19		1054		280		163		248		464		0		0		
	20		1056		279		168		239		463		0		0		
	21		1056		283		182		204		331		0		0		
	22		1055		281		182		197		431		0		0		
	23		1052		278		182		172		383		0		0		
	24		1050		276		183		165		606		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		1737		2252		8922		7739		761						
	2		1680		2250		8318		7650		714						
	3		1692		2252		8034		7417		685						
	4		1694		2255		8349		7396		456						
	5		1723		2255		8742		7500		467						
	6		1780		2254		10018		7163		857						
	7		1822		2254		11271		7914		1463						
	8		2583		2255		11670		8263		1449						
	9		3736		2255		11801		7668		1216						
	10		4556		2255		11573		7419		1152						
	11		5171		2254		11539		7182		1078						
	12		5168		2255		11978		6817		1065						
	13		4861		2254		11926		6985		1025						
	14		4357		2255		12077		7202		1164						
	15		3650		2253		12513		7295		1193						
	16		2762		2255		13310		7099		1497						
	17		2217		2256		14590		7196		2033						
	18		2298		2254		16740		7275		2271						
	19		2209		2253		16412		7536		2447						
	20		2205		2252		15840		7723		2209						
	21		2055		2253		15360		7716		1893						
	22		2146		2252		14151		7456		1581						
	23		2067		2253		12444		7204		1229						
	24		2281		2259		10193		7125		1080						
