10/26/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		885		322		136		97		2796		0		0
	2		885		318		136		90		2958		0		0
	3		887		307		136		57		2924		0		0
	4		887		297		136		56		2995		0		0
	5		888		299		135		55		3127		0		0
	6		884		298		134		55		2986		0		0
	7		887		305		133		92		2895		0		0
	8		888		304		131		93		2960		269		0
	9		887		305		133		93		2632		1510		0
	10		887		304		133		93		2617		2482		307
	11		887		305		132		94		2791		2884		412
	12		878		314		132		103		3245		2904		394
	13		874		324		132		103		3190		2817		412
	14		879		329		132		99		3180		2900		474
	15		882		349		125		94		3101		2838		505
	16		885		354		121		105		3226		2534		512
	17		885		354		120		105		3200		1676		407
	18		885		354		118		121		3024		346		55
	19		885		351		121		163		2894		0		0
	20		885		343		127		165		2876		0		0
	21		885		356		130		172		2926		0		0
	22		886		346		135		133		3019		0		0
	23		886		351		138		105		2942		0		0
	24		886		347		139		95		3074		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4235		1131		2458		6289		635				
	2		4388		1132		1326		6304		641				
	3		4311		1132		1201		6076		615				
	4		4371		1132		1007		5739		608				
	5		4505		1134		806		5671		589				
	6		4356		1133		821		5970		667				
	7		4312		1133		1262		6226		647				
	8		4645		1133		1068		6182		649				
	9		5559		1133		427		5843		503				
	10		6823		1133		-1318		5550		541				
	11		7504		1133		-2038		5510		565				
	12		7970		1134		-2266		5131		489				
	13		7852		1134		-2043		5104		537				
	14		7993		1135		-2051		4937		612				
	15		7894		1135		-1840		5063		657				
	16		7737		1136		-1292		5126		659				
	17		6746		1135		340		5774		885				
	18		4903		1135		3423		6198		1268				
	19		4413		1135		5163		6573		1267				
	20		4396		1135		5057		6966		1406				
	21		4469		1134		4721		6867		1474				
	22		4519		1134		3920		6608		1201				
	23		4423		1136		3517		6609		841				
	24		4540		1137		2803		5821		602				
