12/18/12			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		926		363		213		307		1164		0		0
	2		926		364		212		275		1154		0		0
	3		925		368		211		271		891		0		0
	4		925		371		213		269		811		0		0
	5		926		374		211		257		813		0		0
	6		925		366		211		297		916		0		0
	7		924		362		212		294		1813		0		0
	8		925		359		212		315		2062		79		0
	9		921		361		212		318		1986		212		0
	10		920		364		213		318		2042		356		0
	11		920		366		211		314		2599		435		0
	12		920		365		211		312		2713		424		0
	13		917		366		211		323		2368		345		0
	14		918		366		204		323		2554		325		0
	15		918		366		199		329		2557		254		18
	16		919		368		199		328		2166		147		9
	17		920		375		203		344		2068		7		0
	18		921		371		208		350		2087		0		0
	19		921		370		210		354		2172		0		0
	20		921		365		200		355		2243		0		0
	21		921		355		186		356		2485		0		0
	22		922		352		185		322		2579		0		0
	23		924		352		185		303		2162		0		0
	24		923		354		185		305		1747		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		2969		1623		9524		6660		1506				
	2		2927		1622		8598		6672		1576				
	3		2664		1621		9143		6356		1616				
	4		2586		1620		9099		6455		1623				
	5		2578		1620		9200		6838		1719				
	6		2712		1619		9897		7116		1681				
	7		3602		1619		10473		7816		2331				
	8		3951		1620		12088		7538		2314				
	9		4011		1622		12708		7425		2324				
	10		4212		1622		12763		7506		2319				
	11		4845		1623		12590		7094		2241				
	12		4945		1624		12260		7246		2097				
	13		4531		1624		12094		7109		2204				
	14		4691		1626		11665		7059		2224				
	15		4642		1624		11476		7056		2124				
	16		4136		1620		11723		7205		2352				
	17		3917		1621		13018		7244		2394				
	18		3935		1621		15528		7380		3115				
	19		4024		1621		15916		8022		2708				
	20		4083		1621		15871		7708		2662				
	21		4299		1622		14871		8095		2443				
	22		4357		1623		13666		8088		2012				
	23		3921		1623		12534		7276		1805				
	24		3512		1628		11005		6918		1738				
