05/24/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		887		321		181		191		4006		0		0
	2		886		309		180		158		4069		0		0
	3		890		319		179		157		3980		0		0
	4		889		332		179		156		3952		0		0
	5		888		335		179		152		3947		0		0
	6		890		335		180		191		4052		0		0
	7		890		340		180		211		3958		258		0
	8		889		340		180		218		3735		1112		0
	9		888		342		180		219		3395		2246		31
	10		888		340		179		238		3201		3008		136
	11		885		339		179		253		2957		3463		206
	12		883		340		179		254		2639		3761		230
	13		882		341		179		258		2544		3725		246
	14		881		340		181		260		2670		3787		233
	15		881		340		181		260		2849		3767		192
	16		881		340		181		265		3225		3328		121
	17		880		339		181		252		3551		2760		0
	18		879		339		182		253		3833		2009		0
	19		880		332		179		267		3924		919		0
	20		882		313		179		285		3959		0		0
	21		884		317		178		323		4081		0		0
	22		885		317		181		307		4176		0		0
	23		886		317		181		244		4306		0		0
	24		885		314		181		241		4269		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		5586		2284		5554		7920		1555				
	2		5601		2284		4553		7734		1560				
	3		5525		2283		3994		7724		1613				
	4		5509		2283		3619		7864		1592				
	5		5502		2283		3689		7850		1513				
	6		5647		2284		3844		7963		1344				
	7		5837		2282		4167		7511		1696				
	8		6473		2283		4271		7795		1707				
	9		7301		2283		4613		7739		1832				
	10		7989		2284		5035		7436		1899				
	11		8281		2282		5528		7400		2021				
	12		8286		2282		6039		7350		1937				
	13		8176		2283		5998		7446		2189				
	14		8352		2283		6131		7422		2100				
	15		8471		2281		6534		7225		2107				
	16		8341		2282		6527		7000		2457				
	17		7963		2283		6796		7071		2801				
	18		7495		2284		6919		7238		3301				
	19		6502		2283		7372		7792		3460				
	20		5618		2284		7937		7762		3748				
	21		5783		2284		8174		8273		3592				
	22		5865		2284		7889		8189		3236				
	23		5934		2283		7144		8313		2154				
	24		5891		2282		6738		7724		1338				
