12/27/12			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		919		298		197		313		2016		0		0
	2		920		320		196		276		2407		0		0
	3		920		339		196		275		1819		0		0
	4		919		330		195		275		1945		0		0
	5		920		330		195		284		1848		0		0
	6		920		324		195		332		2390		0		0
	7		920		317		193		334		2309		0		0
	8		920		316		195		351		2146		89		0
	9		881		300		193		352		2077		290		0
	10		877		305		194		345		2053		439		44
	11		873		308		194		345		1922		616		73
	12		872		305		193		346		1763		759		60
	13		872		307		194		355		1704		776		47
	14		913		306		194		350		1453		669		40
	15		921		305		194		354		1269		482		71
	16		922		306		196		355		1165		232		71
	17		922		324		195		363		1424		27		7
	18		922		329		196		406		1374		0		0
	19		922		327		196		407		1180		0		0
	20		922		328		197		407		914		0		0
	21		924		330		197		408		639		0		0
	22		927		330		197		374		458		0		0
	23		927		329		197		343		223		0		0
	24		927		330		197		336		97		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		3741		2267		8856		5850		1494				
	2		4115		2268		7924		5413		1606				
	3		3544		2269		8531		4800		1756				
	4		3661		2268		8752		4395		1730				
	5		3573		2269		8605		4928		1716				
	6		4157		2270		8670		5258		1558				
	7		4069		2270		9126		6584		1943				
	8		4012		2270		9532		7164		2075				
	9		4089		2269		10171		7364		2016				
	10		4252		2269		11079		7038		1726				
	11		4326		2272		10189		7208		1955				
	12		4295		2267		10194		6866		1953				
	13		4251		2266		10037		6749		1850				
	14		3926		2267		10252		6592		1850				
	15		3597		2266		10213		6634		1916				
	16		3245		2266		10389		6820		2003				
	17		3259		2266		10911		7384		2090				
	18		3220		2267		12499		8704		2798				
	19		3025		2268		12834		9101		2861				
	20		2760		2270		12963		9020		2708				
	21		2490		2270		12722		9079		2382				
	22		2280		2269		12254		8505		2214				
	23		2013		2270		12304		6830		1913				
	24		1878		2270		11488		6069		1702				
