05/28/13			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		895		347		208		344		2500		0		0
	2		896		345		208		341		2619		0		0
	3		896		345		208		340		2446		0		0
	4		896		346		209		343		2300		0		0
	5		896		346		209		344		2304		4		0
	6		896		345		209		346		2579		8		0
	7		895		346		207		363		2272		97		0
	8		895		345		205		378		1942		289		0
	9		893		347		207		386		1998		620		0
	10		900		349		205		380		2195		981		4
	11		893		354		203		373		2436		1250		4
	12		896		350		203		374		2779		1355		17
	13		917		349		203		376		2873		1398		51
	14		914		352		207		391		2887		1399		148
	15		915		351		207		391		2954		1332		165
	16		901		351		206		390		2896		1232		184
	17		918		355		206		411		2441		1021		144
	18		898		354		208		416		2305		662		101
	19		918		353		209		404		2489		253		77
	20		891		354		211		400		2884		39		0
	21		889		352		212		399		2946		0		0
	22		890		349		211		403		3063		0		0
	23		892		343		210		383		2989		0		0
	24		893		345		209		354		3223		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4295		2278		4534		8985		1568				
	2		4411		2278		4681		8529		1389				
	3		4237		2277		4627		8701		1340				
	4		4097		2276		4586		8801		1324				
	5		4104		2278		4868		8839		1210				
	6		4383		2278		4864		9172		1428				
	7		4180		2276		6148		9642		1769				
	8		4053		2276		7370		9403		2631				
	9		4451		2276		8257		8959		2966				
	10		5014		2277		8340		9613		2631				
	11		5513		2275		8440		9460		2935				
	12		5973		2274		7898		9450		3083				
	13		6167		2277		7827		9500		2981				
	14		6298		2278		7871		9075		3280				
	15		6315		2278		7711		9359		3285				
	16		6160		2279		7496		9819		3341				
	17		5494		2279		8267		9525		3564				
	18		4943		2279		8454		9615		3645				
	19		4702		2277		7956		10114		3642				
	20		4779		2276		7695		10314		3580				
	21		4803		2277		8041		10775		3769				
	22		4923		2276		7517		10825		3404				
	23		4822		2277		7030		9880		2715				
	24		5030		2279		6427		9108		1573				
