08/29/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		878		337		201		193		3096		0		0
	2		878		337		201		163		3106		0		0
	3		879		337		201		134		2817		0		0
	4		879		316		202		134		2476		0		0
	5		880		311		201		134		2302		0		0
	6		880		296		200		172		2293		0		0
	7		881		292		199		176		2147		44		0
	8		880		290		198		177		1703		976		0
	9		879		309		197		186		1500		2503		286
	10		878		312		198		191		1306		3477		487
	11		877		314		199		200		827		4004		472
	12		876		315		199		212		545		4183		491
	13		876		333		201		224		321		4137		505
	14		875		343		200		230		342		4127		506
	15		874		362		200		238		580		4132		525
	16		873		370		200		284		1200		3836		475
	17		872		370		201		299		2344		3256		332
	18		873		371		200		297		3039		2176		307
	19		874		367		200		301		3248		636		114
	20		875		369		202		324		3786		0		0
	21		876		359		203		276		4035		0		0
	22		878		337		202		237		3951		0		0
	23		878		339		203		218		3894		0		0
	24		878		342		202		186		3776		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4705		2271		12267		6593		680				
	2		4685		2269		10998		6316		667				
	3		4368		2268		10409		6299		639				
	4		4006		2268		10789		5955		648				
	5		3828		2269		10938		6201		672				
	6		3841		2270		11811		6516		724				
	7		3739		2270		11738		7811		1142				
	8		4223		2268		12121		8049		1378				
	9		5860		2269		12286		8168		1144				
	10		6849		2272		12753		8298		1253				
	11		6893		2272		13781		8384		1566				
	12		6822		2272		15201		8321		1869				
	13		6596		2272		16182		8613		2071				
	14		6622		2270		17394		8755		2350				
	15		6910		2269		17892		8949		2762				
	16		7238		2269		18066		9180		2944				
	17		7675		2270		17795		9205		3065				
	18		7262		2272		17312		9677		2817				
	19		5740		2273		17373		9688		2610				
	20		5557		2272		16611		9481		2475				
	21		5749		2271		16283		9709		1773				
	22		5604		2272		14458		9901		1521				
	23		5531		2274		13133		8984		1203				
	24		5384		2275		11828		7869		961				
