06/19/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		871		349		202		200		3083		0		0
	2		872		350		202		202		3021		0		0
	3		872		347		200		186		2816		0		0
	4		873		352		200		187		2650		0		0
	5		871		356		200		187		2238		0		0
	6		874		334		200		213		1689		0		0
	7		873		318		198		221		1240		321		0
	8		873		343		196		230		662		1460		78
	9		872		357		196		230		222		2562		456
	10		872		355		198		247		139		3284		607
	11		869		366		198		239		75		3752		626
	12		869		368		195		244		131		3948		646
	13		865		371		197		253		174		3976		668
	14		865		372		196		248		155		3969		671
	15		864		372		197		271		229		3916		673
	16		862		374		200		286		331		3620		671
	17		862		377		201		284		632		3112		648
	18		862		376		202		290		891		2348		604
	19		862		372		202		308		1652		1235		440
	20		862		371		200		320		2090		281		74
	21		863		367		201		322		2485		0		0
	22		865		368		200		292		2849		0		0
	23		866		365		200		267		3041		0		0
	24		866		360		202		243		3293		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4705		2281		6888		9194		1291				
	2		4645		2282		6153		8966		1067				
	3		4422		2280		5626		8770		1208				
	4		4262		2279		5631		8550		1198				
	5		3852		2280		5710		9078		1335				
	6		3310		2279		6998		9216		1277				
	7		3171		2280		8376		9111		1354				
	8		3841		2280		9281		8965		1631				
	9		4895		2280		10063		8357		1630				
	10		5701		2280		10972		8143		1687				
	11		6124		2279		11628		7838		1900				
	12		6401		2279		11972		7977		2013				
	13		6504		2279		12345		7834		2339				
	14		6477		2280		13218		7896		2597				
	15		6521		2278		13987		7810		2908				
	16		6345		2279		14210		8363		3343				
	17		6116		2281		15083		8152		3455				
	18		5573		2282		14615		8585		3772				
	19		5070		2282		14195		8717		3920				
	20		4199		2283		13554		9159		3973				
	21		4239		2282		13439		9119		3773				
	22		4574		2281		12385		9446		3218				
	23		4739		2284		10718		9147		2253				
	24		4962		2284		8318		9220		1737				
