04/14/13			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		903		249		155		292		3584		0		0
	2		904		250		153		289		3483		0		0
	3		904		256		153		287		3399		0		0
	4		904		256		154		288		3348		0		0
	5		904		256		154		287		2986		0		0
	6		904		254		154		287		2629		0		0
	7		903		253		153		301		2788		14		0
	8		903		254		153		332		2900		270		0
	9		901		251		152		334		3100		761		138
	10		899		252		151		348		2728		1115		226
	11		898		255		151		351		3007		1345		269
	12		897		252		151		351		3084		1421		290
	13		895		256		151		349		3256		1428		280
	14		895		256		152		359		3444		1406		271
	15		894		256		151		339		3543		1367		189
	16		894		253		151		335		3871		1248		25
	17		894		254		153		336		3645		984		0
	18		894		251		154		338		3416		608		0
	19		895		255		154		343		3166		168		0
	20		895		256		154		351		3050		0		0
	21		896		255		154		368		2865		0		0
	22		896		254		154		356		2787		0		0
	23		900		255		154		342		2699		0		0
	24		900		254		154		310		2793		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		5180		2282		4762		7783		1579				
	2		5076		2281		4516		7427		1564				
	3		4997		2281		4430		7008		1493				
	4		4946		2281		4357		6842		1495				
	5		4583		2279		4571		7048		1584				
	6		4225		2279		4571		7562		1734				
	7		4412		2280		4560		7594		1745				
	8		4811		2279		4541		7771		1521				
	9		5637		2279		4881		7734		1488				
	10		5720		2281		4974		7929		1908				
	11		6276		2280		4857		7877		1891				
	12		6446		2279		4939		7695		1990				
	13		6616		2280		5349		7157		1635				
	14		6782		2279		5112		7168		1616				
	15		6740		2278		5367		6852		1678				
	16		6777		2277		5209		6964		1779				
	17		6265		2278		5430		7145		2141				
	18		5661		2278		5723		7667		2516				
	19		4981		2279		6493		8017		2886				
	20		4707		2280		6479		8782		3805				
	21		4535		2279		7027		9263		3820				
	22		4445		2280		6667		9080		3286				
	23		4347		2280		6380		8394		2302				
	24		4408		2280		6009		7305		1733				
