03/28/13			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		927		325		197		319		1740		0		0
	2		928		311		196		316		1664		0		0
	3		928		293		197		313		1641		0		0
	4		928		296		197		311		1641		0		0
	5		928		293		198		311		1814		0		0
	6		928		288		197		311		1697		0		0
	7		927		281		197		320		1425		4		0
	8		928		284		194		329		1077		145		0
	9		925		285		191		339		789		526		2
	10		923		285		191		351		522		968		123
	11		921		290		193		365		420		1206		122
	12		920		287		196		363		668		1240		100
	13		920		286		196		373		764		1204		45
	14		920		282		196		370		774		1219		68
	15		919		286		196		373		997		974		183
	16		918		289		198		372		1436		830		252
	17		918		298		198		373		2034		651		271
	18		918		289		191		389		2114		339		240
	19		918		291		189		390		1855		0		72
	20		918		292		190		377		1045		0		0
	21		918		292		191		381		656		0		0
	22		919		295		191		367		581		0		0
	23		922		292		189		360		780		0		0
	24		922		288		187		345		1071		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		3506		2272		8839		5862		950				
	2		3414		2272		8823		5540		970				
	3		3370		2271		8811		5300		956				
	4		3371		2269		8468		5272		950				
	5		3541		2267		8290		5453		1003				
	6		3416		2265		8661		6163		1133				
	7		3153		2266		9030		7942		1651				
	8		2953		2263		9964		8316		2072				
	9		3051		2264		10561		8408		1963				
	10		3357		2263		10892		8236		2070				
	11		3514		2265		10812		8444		2091				
	12		3771		2266		10827		8301		1945				
	13		3783		2267		10807		8438		1939				
	14		3823		2270		11022		8437		1931				
	15		3923		2270		10874		8503		1926				
	16		4292		2269		10211		8673		1795				
	17		4743		2269		9496		8561		1903				
	18		4478		2268		10092		7790		2027				
	19		3794		2266		10090		7968		2494				
	20		2821		2267		11043		8712		3274				
	21		2437		2269		11300		9212		3247				
	22		2354		2269		11023		8927		2587				
	23		2542		2272		10072		8009		2019				
	24		2813		2272		9279		6967		1490				
