09/12/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		878		357		217		158		1381		0		0
	2		880		362		217		117		1782		0		0
	3		881		364		217		115		1759		0		0
	4		882		365		206		114		1478		0		0
	5		883		363		200		109		1148		0		0
	6		883		341		199		134		779		0		0
	7		883		337		198		175		618		25		0
	8		883		337		198		178		437		779		0
	9		882		355		199		183		208		2331		131
	10		880		361		199		188		128		3281		292
	11		844		363		198		192		96		3755		293
	12		827		363		199		219		94		4007		263
	13		826		353		197		217		136		4047		345
	14		826		325		194		224		198		3746		408
	15		825		312		193		237		214		3699		338
	16		824		317		191		296		183		3609		431
	17		823		317		193		282		173		3047		511
	18		823		313		195		285		179		1750		442
	19		857		309		200		274		531		357		108
	20		875		336		201		262		1115		0		17
	21		876		354		201		212		1338		0		19
	22		877		360		201		213		1479		0		20
	23		877		355		201		184		1365		0		0
	24		877		357		201		176		1260		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		2991		2272		13837		6360		771				
	2		3358		2272		12371		5974		734				
	3		3337		2271		11485		6156		623				
	4		3045		2271		11587		5978		588				
	5		2703		2270		12019		5903		608				
	6		2335		2270		12974		6087		856				
	7		2235		2271		13596		7425		923				
	8		2812		2268		14278		7694		898				
	9		4289		2267		14646		7639		883				
	10		5328		2268		14966		8158		925				
	11		5741		2267		15539		8864		1190				
	12		5972		2267		17101		8776		1467				
	13		6122		2266		18841		8555		1640				
	14		5922		2265		20799		8462		2246				
	15		5819		2265		22665		7920		2689				
	16		5851		2265		23016		8371		3083				
	17		5345		2262		22490		9611		3069				
	18		3987		2262		22078		10429		3298				
	19		2636		2264		22588		9853		2937				
	20		2805		2265		21487		9823		3026				
	21		2999		2267		20813		9509		2679				
	22		3150		2266		18781		9141		2294				
	23		2981		2267		16756		9241		1168				
	24		2872		2268		15090		8490		712				
