07/26/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		884		308		203		187		1516		0		0
	2		887		293		204		165		1652		0		0
	3		888		289		208		131		1409		0		0
	4		889		290		207		129		1014		0		0
	5		889		288		207		131		852		0		0
	6		889		274		207		130		747		0		0
	7		889		281		207		133		619		180		0
	8		887		295		208		172		355		1017		0
	9		864		297		207		181		209		2084		6
	10		853		294		207		210		191		3022		203
	11		845		295		207		216		224		3725		249
	12		843		294		204		220		216		3956		324
	13		843		291		206		247		247		4061		176
	14		845		292		207		260		331		4049		67
	15		843		293		208		257		419		3932		151
	16		842		283		208		280		611		3593		246
	17		850		285		208		283		855		2958		347
	18		884		274		207		320		1197		2047		238
	19		884		290		204		282		1518		932		114
	20		885		291		204		266		1901		165		0
	21		886		291		204		263		2187		0		0
	22		888		292		204		254		2259		0		0
	23		889		293		207		223		2433		0		0
	24		890		291		207		201		2744		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		3098		2257		12708		9372		1158				
	2		3201		2257		11572		9129		824				
	3		2924		2259		11420		8313		800				
	4		2530		2260		11145		8133		758				
	5		2367		2262		11240		7948		763				
	6		2247		2264		11404		7999		850				
	7		2309		2266		11053		8269		914				
	8		2933		2266		10994		8124		1242				
	9		3847		2262		11801		8153		1284				
	10		4980		2255		13275		7545		1259				
	11		5761		2256		14189		7625		1454				
	12		6057		2256		15383		7927		1732				
	13		6071		2258		16874		7364		2584				
	14		6052		2256		18116		7450		2943				
	15		6102		2250		19036		7313		3479				
	16		6064		2253		19962		7313		3682				
	17		5787		2257		20648		7214		3859				
	18		5168		2261		21026		7083		3985				
	19		4224		2264		20839		7127		4102				
	20		3712		2263		19674		7462		3840				
	21		3832		2260		18472		8198		3528				
	22		3898		2262		17707		8198		2807				
	23		4045		2264		16023		8202		2016				
	24		4332		2266		13918		7890		1546				
