10/06/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		866		265		166		123		499		0		0
	2		867		266		167		118		612		0		0
	3		868		261		166		82		590		0		0
	4		868		260		166		80		422		0		0
	5		854		258		167		118		364		0		0
	6		820		228		165		121		261		0		0
	7		806		237		165		115		148		0		0
	8		805		241		165		134		83		481		0
	9		804		255		166		144		77		1805		127
	10		803		255		163		155		59		2794		505
	11		803		258		163		154		57		3381		574
	12		807		262		163		160		93		3457		507
	13		805		262		162		161		108		3198		429
	14		807		259		162		166		98		3000		444
	15		816		264		155		166		102		2746		534
	16		841		268		157		231		113		2248		557
	17		848		268		157		233		88		1542		496
	18		848		265		157		233		74		605		194
	19		848		264		162		232		185		0		0
	20		860		265		164		233		420		0		0
	21		867		260		165		225		580		0		0
	22		869		258		165		190		774		0		0
	23		870		260		164		160		909		0		0
	24		870		257		162		138		1078		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		1919		1107		17049		6322		504				
	2		2029		1107		15870		6340		370				
	3		1967		1117		15349		6275		353				
	4		1797		1118		15324		6082		363				
	5		1761		1118		15766		6097		347				
	6		1596		1119		17140		6627		392				
	7		1471		1118		18297		7939		772				
	8		1909		1119		19634		7814		663				
	9		3380		1127		18824		7984		796				
	10		4732		1128		18825		7499		854				
	11		5390		1128		19730		7619		739				
	12		5449		1127		20500		8009		881				
	13		5127		1125		21876		8111		971				
	14		4935		1125		23384		8380		1243				
	15		4783		1124		24891		8732		1372				
	16		4414		1123		26072		8345		1765				
	17		3632		1124		27172		8429		1728				
	18		2377		1126		27723		8309		1696				
	19		1691		1126		27589		8637		1717				
	20		1941		1126		26992		9086		1855				
	21		2096		1129		25670		9473		1620				
	22		2256		1125		23399		9138		1156				
	23		2362		1129		21009		7979		899				
	24		2506		1130		18975		6687		587				
