12/31/12			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		917		364		214		268		1333		0		0
	2		917		364		212		262		1302		0		0
	3		918		362		212		260		1162		0		0
	4		918		361		213		258		1222		0		0
	5		918		364		213		254		1079		0		0
	6		919		366		212		262		843		0		0
	7		916		364		211		319		617		0		17
	8		917		366		211		352		414		122		48
	9		915		366		210		354		312		419		66
	10		914		363		211		356		204		756		86
	11		914		366		211		357		127		924		106
	12		914		369		212		357		67		959		144
	13		915		364		211		355		64		962		148
	14		915		367		209		357		31		867		161
	15		915		369		211		350		33		636		185
	16		916		362		212		348		36		325		229
	17		918		358		213		350		25		33		151
	18		919		356		213		352		21		0		141
	19		918		355		213		354		21		0		121
	20		919		356		213		353		19		0		133
	21		921		356		213		350		17		0		119
	22		923		355		213		350		40		0		24
	23		926		355		213		342		40		0		0
	24		926		355		214		329		41		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		3092		2267		9643		5448		1800				
	2		3054		2267		8511		5939		1790				
	3		2910		2267		8889		5590		1597				
	4		2968		2265		8797		5475		1638				
	5		2825		2267		9328		5535		1599				
	6		2597		2267		9853		5753		1700				
	7		2444		2267		10252		6758		1779				
	8		2431		2268		10754		6463		2148				
	9		2642		2269		10907		6874		2270				
	10		2890		2269		11080		6986		2296				
	11		2995		2269		11116		6553		2053				
	12		3020		2270		10959		6218		2061				
	13		3018		2268		10526		6119		2099				
	14		2904		2268		10237		6210		2048				
	15		2691		2268		10176		6258		2016				
	16		2423		2267		10407		6158		2229				
	17		2040		2267		11426		6606		2566				
	18		1988		2267		13687		7425		3199				
	19		1966		2267		13510		7973		3207				
	20		1976		2267		13346		7704		2685				
	21		1970		2267		12385		8126		2126				
	22		1905		2267		11715		7743		2135				
	23		1863		2268		11756		6703		2097				
	24		1848		2268		11130		6241		2072				
