05/23/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		886		316		188		201		2869		0		0
	2		877		309		187		196		2753		0		0
	3		879		311		187		160		2765		0		0
	4		878		308		187		160		2871		0		0
	5		878		308		187		161		3034		0		0
	6		883		284		187		204		3279		0		0
	7		886		302		186		231		3244		310		0
	8		891		306		186		235		3407		1282		37
	9		889		305		185		238		2739		2451		331
	10		889		305		186		234		2440		3284		418
	11		888		307		187		238		2001		3715		435
	12		885		304		187		239		2116		3820		370
	13		885		306		188		239		2189		3853		279
	14		883		324		188		250		2132		3858		232
	15		884		314		190		253		2526		3653		227
	16		883		331		192		265		2948		2992		247
	17		884		343		193		265		3343		2614		164
	18		886		345		192		263		3674		1844		159
	19		889		345		192		271		3908		837		117
	20		890		346		192		287		3725		0		3
	21		889		346		192		311		3819		0		0
	22		887		345		191		318		3689		0		0
	23		887		326		190		256		3675		0		0
	24		886		322		190		236		3891		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4460		2286		6964		7932		1220				
	2		4322		2285		5922		8019		1219				
	3		4302		2285		5764		7567		1254				
	4		4404		2284		5587		7372		1216				
	5		4568		2285		5790		7338		1258				
	6		4838		2284		6862		7461		964				
	7		5158		2284		7606		7543		1314				
	8		6343		2285		8423		6987		1475				
	9		7138		2284		8634		7045		1508				
	10		7755		2283		9429		6618		1409				
	11		7771		2282		10122		6374		1601				
	12		7921		2282		10242		6473		1544				
	13		7937		2282		10156		6603		1603				
	14		7866		2281		10626		6367		1824				
	15		8047		2282		10296		6828		1892				
	16		7857		2283		10149		7046		2281				
	17		7805		2284		9985		6966		2538				
	18		7364		2284		10254		6727		2777				
	19		6557		2284		9788		7287		3082				
	20		5442		2284		10247		7542		3193				
	21		5557		2285		10523		7830		3315				
	22		5431		2285		9678		8020		3308				
	23		5334		2283		9345		7451		2475				
	24		5526		2283		7872		7376		1617				
