04/05/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		890		326		197		212		2505		0		0
	2		890		326		197		207		2686		0		0
	3		890		324		197		199		3127		0		0
	4		890		327		197		159		3389		0		0
	5		890		327		197		158		3378		0		0
	6		890		324		197		159		3363		0		0
	7		889		326		197		222		3368		2		0
	8		889		334		196		231		3414		634		0
	9		889		330		197		245		3478		1981		51
	10		887		336		195		250		3451		3059		201
	11		888		344		178		231		3339		3564		266
	12		887		334		191		249		3152		3657		302
	13		886		333		191		230		3083		3581		347
	14		884		332		191		223		3020		3559		355
	15		885		334		191		222		2948		3581		344
	16		886		328		188		221		2884		3344		230
	17		886		318		165		210		3057		2971		248
	18		887		308		172		235		3260		1983		230
	19		887		319		189		265		3688		544		60
	20		888		322		189		317		3677		0		0
	21		888		321		188		321		3674		0		0
	22		888		319		188		270		3541		0		0
	23		889		313		188		245		3345		0		0
	24		891		300		189		235		3272		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4131		2288		7563		6490		829				
	2		4306		2288		6714		6571		564				
	3		4738		2289		6054		6523		329				
	4		4962		2289		5236		6778		443				
	5		4951		2288		5354		6811		419				
	6		4933		2287		5690		6887		593				
	7		5005		2287		6075		6535		1118				
	8		5697		2288		5262		6770		1453				
	9		7171		2288		5036		6564		1276				
	10		8379		2289		5017		5881		1020				
	11		8810		2288		5220		5489		848				
	12		8771		2287		4913		5421		1020				
	13		8650		2288		5051		5213		1026				
	14		8564		2289		5070		4970		1043				
	15		8504		2288		4755		5094		985				
	16		8081		2289		5180		5201		897				
	17		7856		2290		5935		5175		554				
	18		7075		2289		6524		5795		594				
	19		5952		2286		7366		6070		1399				
	20		5393		2286		8176		6839		1968				
	21		5391		2288		8419		7292		2113				
	22		5206		2287		8305		7335		1510				
	23		4980		2289		8162		6766		1271				
	24		4887		2290		7313		6359		846				
