09/10/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		882		338		218		150		1241		0		0
	2		881		338		218		112		1076		0		0
	3		882		340		218		111		923		0		0
	4		881		337		218		111		684		0		0
	5		881		333		217		123		526		0		0
	6		881		339		214		164		394		0		0
	7		881		337		212		172		282		17		0
	8		881		336		211		201		208		789		0
	9		880		341		207		197		141		2350		169
	10		883		349		205		208		143		3399		379
	11		882		363		204		211		125		3946		395
	12		881		363		205		234		129		4066		425
	13		880		364		205		252		152		3997		459
	14		879		358		206		254		223		4044		463
	15		878		357		206		280		251		4033		465
	16		870		358		207		326		181		3701		463
	17		862		359		211		323		148		3039		451
	18		861		360		216		283		101		1791		410
	19		863		370		216		275		85		374		128
	20		877		375		218		276		156		0		19
	21		881		373		218		266		421		0		21
	22		882		367		218		265		698		0		5
	23		882		352		208		196		748		0		0
	24		882		346		211		161		781		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		2828		2272		12787		6167		509				
	2		2626		2271		11948		6140		537				
	3		2474		2271		11619		5899		533				
	4		2230		2271		11350		6006		539				
	5		2080		2273		11725		6036		551				
	6		1992		2274		13034		5882		619				
	7		1902		2273		13255		7790		742				
	8		2625		2273		13421		7956		800				
	9		4285		2276		13496		7610		762				
	10		5566		2276		13989		7370		689				
	11		6126		2272		14280		7621		1066				
	12		6302		2267		14139		8548		1328				
	13		6309		2268		14798		8883		1642				
	14		6426		2266		16071		9067		2046				
	15		6470		2268		17319		9369		2320				
	16		6106		2269		18154		10130		2590				
	17		5393		2268		18887		10656		2771				
	18		4024		2262		19101		11334		3144				
	19		2311		2264		19278		11583		3073				
	20		1920		2269		19323		11674		2808				
	21		2180		2268		18417		11348		2766				
	22		2434		2267		17215		10450		1844				
	23		2385		2271		16139		8893		1154				
	24		2381		2267		14775		7625		666				
