05/20/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		842		298		177		210		2720		0		0
	2		842		303		177		201		2655		0		0
	3		842		307		178		162		2476		0		0
	4		841		307		178		157		2191		0		0
	5		840		303		179		177		1935		0		0
	6		840		284		191		215		1835		0		0
	7		840		286		191		244		1602		247		0
	8		840		287		165		249		1357		1115		16
	9		839		306		162		243		1293		2163		210
	10		839		308		169		237		1583		2956		339
	11		838		310		173		240		1808		3501		449
	12		838		296		189		257		2098		3626		403
	13		838		299		191		265		2132		3686		397
	14		835		311		190		299		2213		3556		440
	15		835		322		192		303		2599		3393		392
	16		834		337		190		308		2722		3168		308
	17		833		342		191		265		3035		2445		98
	18		833		347		192		247		3621		1995		108
	19		834		344		191		252		3763		965		108
	20		834		345		192		256		3669		0		0
	21		835		343		192		263		3679		0		0
	22		834		344		192		236		3157		0		0
	23		836		338		191		217		3253		0		0
	24		836		334		191		204		3445		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4246		2287		5606		9018		1394				
	2		4179		2288		5198		8838		1131				
	3		3966		2287		5093		8681		1071				
	4		3673		2288		5020		8668		1249				
	5		3434		2288		5320		8843		1396				
	6		3364		2287		5783		9307		1494				
	7		3410		2288		6815		9222		1943				
	8		4029		2289		8208		8718		2031				
	9		5216		2288		8512		8079		2086				
	10		6431		2285		8402		7736		2084				
	11		7320		2285		8378		7714		1829				
	12		7706		2287		7991		8037		1706				
	13		7807		2287		7662		8031		1870				
	14		7844		2287		7534		8012		2095				
	15		8037		2289		7344		7877		2211				
	16		7867		2287		7315		8029		2252				
	17		7210		2287		7583		8145		2441				
	18		7344		2287		7494		7725		2596				
	19		6458		2288		7475		8402		2628				
	20		5295		2289		8658		8479		2703				
	21		5311		2287		9142		9350		2702				
	22		4763		2287		8912		9398		2578				
	23		4834		2285		7486		9740		1528				
	24		5010		2285		6200		9134		1150				
