05/29/13			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		895		326		210		343		3454		0		0
	2		895		323		210		341		3268		0		0
	3		896		326		210		342		3202		0		0
	4		896		322		210		342		3007		0		0
	5		891		313		209		345		2563		2		0
	6		840		308		208		352		2290		4		0
	7		839		309		208		351		2829		106		0
	8		839		312		200		353		2801		436		34
	9		836		308		202		357		2715		857		220
	10		785		314		200		361		2461		1202		308
	11		805		325		199		360		2350		1442		316
	12		825		323		201		359		2327		1528		289
	13		870		315		202		370		2369		1557		216
	14		871		314		202		385		2373		1562		148
	15		863		329		205		391		2598		1529		149
	16		882		341		195		392		2900		1374		158
	17		899		344		200		406		3196		1083		144
	18		906		343		203		413		3596		688		52
	19		897		343		208		409		3679		256		0
	20		893		344		204		405		3531		38		0
	21		894		344		197		407		3712		0		0
	22		896		343		197		406		3639		0		0
	23		900		335		199		386		3537		0		0
	24		901		335		199		372		3236		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		5235		2278		5359		9022		1156				
	2		5045		2279		5197		8196		1178				
	3		4982		2278		4911		8063		1100				
	4		4781		2279		5213		8045		1068				
	5		4320		2279		5359		8357		1332				
	6		4000		2279		6049		8696		1513				
	7		4640		2275		6505		9191		1300				
	8		4972		2275		7232		9523		1646				
	9		5495		2275		8183		8866		1850				
	10		5629		2273		8946		8974		1875				
	11		5796		2274		9540		9068		2010				
	12		5852		2274		9669		9301		2188				
	13		5899		2275		9916		9121		2396				
	14		5854		2277		10350		9195		2577				
	15		6063		2278		10316		9503		2581				
	16		6241		2278		9915		10017		2779				
	17		6272		2277		9884		10168		2734				
	18		6201		2276		10119		10011		2480				
	19		5792		2275		9919		10058		2416				
	20		5415		2275		9829		9798		2680				
	21		5559		2275		9873		10235		2966				
	22		5487		2279		9461		10199		2733				
	23		5363		2278		8681		9259		2185				
	24		5050		2276		7277		9093		1513				
