12/10/12			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		917		347		183		317		216		0		0
	2		917		341		183		276		170		0		0
	3		917		339		183		274		162		0		0
	4		918		340		183		271		179		0		0
	5		919		340		183		280		193		0		0
	6		920		322		183		328		212		0		0
	7		918		292		182		344		148		4		0
	8		919		298		181		331		146		134		0
	9		916		305		180		329		152		390		4
	10		914		299		177		348		150		647		75
	11		915		295		178		340		148		760		74
	12		914		315		178		337		136		792		57
	13		914		323		178		336		131		776		52
	14		914		335		178		376		123		678		62
	15		913		344		178		370		85		474		79
	16		913		349		180		384		66		217		69
	17		913		352		180		377		59		26		3
	18		914		349		178		384		56		0		0
	19		915		354		178		381		189		0		0
	20		915		364		180		380		197		0		0
	21		915		368		181		385		111		0		0
	22		917		355		181		346		106		0		0
	23		920		344		181		345		135		0		0
	24		920		342		181		342		94		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		1978		2255		8157		7070		1585				
	2		1884		2255		7853		6742		1537				
	3		1873		2255		7317		7070		1535				
	4		1887		2255		7425		6969		1546				
	5		1907		2255		7972		6920		1548				
	6		1958		2255		9581		6245		1680				
	7		1885		2256		11927		6097		2105				
	8		1999		2256		13474		6013		2144				
	9		2262		2255		13592		6295		1961				
	10		2600		2254		13403		6261		2047				
	11		2701		2253		13328		6399		2023				
	12		2730		2252		13585		6201		1919				
	13		2710		2251		12865		6907		1886				
	14		2655		2251		13133		6738		1884				
	15		2431		2250		12544		7397		1967				
	16		2164		2251		12769		7500		1976				
	17		1894		2253		13558		8010		2055				
	18		1874		2254		16179		7883		2883				
	19		2008		2251		15827		8705		2659				
	20		2027		2253		15297		8905		2477				
	21		1953		2252		14631		8982		2152				
	22		1898		2251		13279		8806		1890				
	23		1917		2253		12238		7337		1663				
	24		1872		2254		9981		7223		1613				
