12/25/14			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		1066		276		170		213		2484		0		0		
	2		1067		277		172		220		1809		0		0		
	3		1068		277		168		186		1344		0		0		
	4		1068		276		168		186		1166		0		0		
	5		1068		271		171		212		1566		0		0		
	6		1069		273		172		210		2250		0		0		
	7		1069		264		171		248		2480		0		0		
	8		1070		273		172		249		2406		466		0		
	9		1070		272		173		248		2179		1876		0		
	10		1065		276		173		238		2667		2568		91		
	11		983		275		172		230		2747		2540		230		
	12		1028		274		172		229		2531		3011		271		
	13		1068		275		172		229		2522		3346		301		
	14		1067		277		172		234		2552		2793		399		
	15		1067		277		172		238		2365		2656		420		
	16		1067		275		172		259		2603		1556		219		
	17		1067		275		172		321		2466		0		2		
	18		1067		277		172		355		2215		0		0		
	19		1067		277		172		314		2015		0		0		
	20		1067		278		172		307		1878		0		0		
	21		1066		279		172		307		1552		0		0		
	22		1065		285		172		280		1737		0		0		
	23		1066		284		172		241		1887		0		0		
	24		1069		274		172		235		1547		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4209		2152		8331		6532		167						
	2		3544		2152		7992		6863		14						
	3		3042		2152		7436		6557		383						
	4		2864		2152		7329		6523		333						
	5		3287		2153		6322		6611		442						
	6		3973		2153		5861		6785		508						
	7		4232		2153		5544		7486		671						
	8		4635		2155		5396		7459		940						
	9		5817		2154		5457		6784		973						
	10		7078		2152		5610		6328		411						
	11		7177		2152		5653		6141		346						
	12		7516		2151		5762		5469		333						
	13		7913		2150		5802		4711		407						
	14		7494		2150		5922		4870		362						
	15		7195		2150		6342		4678		457						
	16		6151		2150		7056		5273		627						
	17		4302		2151		7899		6769		1122						
	18		4087		2151		9212		8096		1537						
	19		3845		2150		9775		8149		1551						
	20		3702		2152		9622		8280		1582						
	21		3377		2154		9851		8239		1541						
	22		3540		2152		9670		7888		1255						
	23		3651		2152		9199		7293		1034						
	24		3297		2152		8395		7170		648						
