05/19/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		895		309		176		205		3282		0		0
	2		895		306		176		204		3302		0		0
	3		896		310		176		204		3122		0		0
	4		895		307		177		204		3053		0		0
	5		891		320		178		203		2835		23		0
	6		844		284		178		201		2671		8		0
	7		844		303		176		232		2391		270		0
	8		844		311		176		220		2419		1387		28
	9		843		309		171		228		2969		2676		395
	10		841		312		174		242		2782		3354		550
	11		842		313		174		243		2525		3790		573
	12		842		313		171		243		2731		3942		575
	13		841		314		170		249		3457		3936		564
	14		839		310		171		249		3725		3920		546
	15		837		302		176		264		3368		3927		400
	16		837		299		178		263		3443		3686		284
	17		837		308		178		255		3472		3128		293
	18		837		315		177		254		3329		2203		264
	19		837		313		175		257		3155		963		137
	20		838		311		175		258		2775		0		4
	21		839		318		176		254		2373		0		0
	22		841		314		175		249		2296		0		0
	23		842		307		175		223		2345		0		0
	24		842		302		177		205		2587		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4867		2288		4996		8129		1461				
	2		4883		2288		4725		8097		1180				
	3		4708		2289		4764		7715		1206				
	4		4636		2289		4467		7897		1249				
	5		4449		2290		4511		8526		1293				
	6		4185		2289		5370		8849		1591				
	7		4217		2289		6483		8627		1882				
	8		5386		2290		7593		8378		1657				
	9		7593		2289		7143		7969		1551				
	10		8254		2287		6780		8272		1831				
	11		8459		2286		7474		7989		1879				
	12		8816		2288		7601		8086		1728				
	13		9531		2287		7377		7787		1671				
	14		9760		2287		7564		7675		1785				
	15		9275		2288		7721		7863		2033				
	16		8989		2290		8163		7716		2072				
	17		8471		2289		8141		7872		2105				
	18		7379		2289		8253		8000		2735				
	19		5837		2290		8858		8318		3013				
	20		4360		2290		9811		8756		3017				
	21		3960		2287		10665		9290		3132				
	22		3874		2286		9861		9405		2840				
	23		3893		2286		7988		9340		2281				
	24		4113		2285		6772		9040		1449				
