10/07/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		875		258		153		126		1188		0		0
	2		875		260		151		113		1351		0		0
	3		875		262		151		76		1383		0		0
	4		876		262		151		76		1277		0		0
	5		876		258		152		77		870		0		0
	6		876		235		150		116		738		0		0
	7		876		245		152		124		555		0		0
	8		876		253		137		153		456		277		0
	9		873		257		136		151		307		1288		2
	10		870		259		136		159		173		1945		129
	11		869		260		136		161		129		2167		154
	12		866		258		136		173		127		2355		176
	13		867		258		137		183		128		2481		153
	14		861		253		137		184		176		2406		140
	15		867		260		145		187		376		2275		174
	16		867		261		142		195		598		2211		168
	17		868		264		142		236		882		1617		177
	18		868		267		146		229		1024		621		100
	19		868		266		151		228		1201		0		0
	20		869		266		152		227		1660		0		0
	21		870		266		152		190		1852		0		0
	22		870		256		152		178		1641		0		0
	23		871		245		152		153		1298		0		0
	24		871		244		152		126		1301		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		2600		1127		17071		6275		455				
	2		2750		1123		16024		5425		336				
	3		2747		1121		15386		5357		365				
	4		2642		1121		15264		5441		381				
	5		2233		1122		15842		5478		440				
	6		2117		1125		17336		6088		419				
	7		1953		1188		19400		6492		809				
	8		2151		1163		20420		6311		891				
	9		3014		1126		20393		6460		773				
	10		3673		1129		20580		6710		858				
	11		3875		1129		21434		6496		1014				
	12		4092		1128		21704		6917		1090				
	13		4208		1130		22725		6869		1245				
	14		4157		1128		23666		7158		1400				
	15		4284		1126		24840		7367		1584				
	16		4442		1125		25335		7737		1880				
	17		4186		1125		25724		7968		2100				
	18		3255		1125		25825		8049		2271				
	19		2715		1126		25849		8241		2210				
	20		3173		1128		25289		8382		2172				
	21		3328		1128		23915		8231		1822				
	22		3095		1130		22210		7263		1359				
	23		2718		1130		20413		6433		883				
	24		2694		1130		18287		6039		552				
