05/25/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		888		316		180		218		4238		0		0
	2		887		317		180		200		4104		0		0
	3		888		316		181		195		3622		0		0
	4		887		319		181		169		3420		0		0
	5		887		333		181		164		3100		0		0
	6		887		337		180		200		2618		0		0
	7		888		342		179		220		1761		298		0
	8		888		345		179		226		1133		1355		0
	9		887		346		183		231		786		2559		158
	10		886		342		186		257		493		3334		394
	11		883		341		185		257		351		3783		552
	12		883		340		187		258		295		3927		564
	13		881		342		187		257		333		3935		565
	14		881		341		186		268		460		3920		567
	15		881		341		188		263		919		3870		569
	16		881		341		189		267		2120		3619		567
	17		881		342		189		303		2893		3062		527
	18		882		339		190		289		3178		2203		451
	19		882		342		194		306		3267		1005		224
	20		883		343		196		325		3324		165		4
	21		884		343		199		343		3709		0		0
	22		885		341		199		278		4006		0		0
	23		887		339		199		247		4077		0		0
	24		887		332		199		227		3881		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		5840		2282		5583		7527		1357				
	2		5689		2282		4879		7468		1185				
	3		5202		2282		4652		7404		1213				
	4		4976		2282		4481		7301		1245				
	5		4664		2282		4357		7853		1340				
	6		4223		2284		4330		8239		1390				
	7		3689		2283		4369		8259		1766				
	8		4127		2284		4671		8107		1860				
	9		5149		2285		4622		7989		1935				
	10		5892		2285		4615		8214		2040				
	11		6352		2282		5169		8106		1994				
	12		6455		2282		5865		8067		2059				
	13		6501		2282		6345		7912		2100				
	14		6623		2281		6770		7969		2388				
	15		7031		2281		7631		7568		2441				
	16		7983		2281		7710		7302		2582				
	17		8197		2282		8023		7267		2848				
	18		7533		2283		8461		7580		3275				
	19		6219		2283		8882		7872		3934				
	20		5240		2282		9515		7802		3910				
	21		5479		2283		9430		8081		3817				
	22		5709		2284		9012		8041		3307				
	23		5749		2283		7945		8155		2307				
	24		5526		2283		6863		7806		1708				
