08/31/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		878		313		197		149		3211		0		0
	2		880		314		190		149		3117		0		0
	3		881		314		192		150		3192		0		0
	4		882		315		190		149		3211		0		0
	5		882		314		189		144		3413		0		0
	6		882		313		189		107		3400		0		0
	7		883		319		189		105		3287		36		0
	8		881		323		188		114		3184		888		0
	9		877		324		190		133		3009		2346		99
	10		878		319		194		175		2902		3338		427
	11		878		307		195		186		2716		3982		507
	12		876		306		191		186		2589		4160		560
	13		875		321		194		185		2617		4001		614
	14		874		336		194		187		2766		3964		622
	15		874		344		193		189		2916		3952		626
	16		873		347		194		222		2946		3752		629
	17		873		346		195		231		3062		3005		559
	18		873		347		195		227		3242		1901		452
	19		873		346		195		257		3391		526		117
	20		874		344		193		250		3399		0		0
	21		875		345		191		230		3470		0		0
	22		878		345		193		211		3491		0		0
	23		879		344		194		187		3589		0		0
	24		880		342		195		161		3639		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4749		2277		10521		7402		868				
	2		4651		2278		8945		7549		796				
	3		4729		2279		7890		7609		778				
	4		4748		2277		7591		7401		755				
	5		4942		2277		7147		7304		774				
	6		4890		2278		7040		7445		839				
	7		4818		2278		7446		7097		1035				
	8		5577		2276		7437		6711		973				
	9		6978		2276		7410		6625		902				
	10		8233		2277		7771		6617		933				
	11		8772		2278		8466		6881		1234				
	12		8870		2279		9830		6957		1244				
	13		8808		2280		10728		7520		1317				
	14		8943		2280		11711		7864		1441				
	15		9094		2279		12374		8200		1594				
	16		8962		2280		13051		8724		1879				
	17		8271		2278		13733		8991		2401				
	18		7237		2276		14020		9475		2730				
	19		5706		2276		14753		9398		2749				
	20		5061		2278		14805		9247		2577				
	21		5112		2279		14485		9395		2228				
	22		5117		2277		13056		9483		1858				
	23		5194		2279		11600		9155		1229				
	24		5216		2279		10687		7834		856				
