07/01/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		882		334		193		213		2865		0		0
	2		885		336		195		205		2740		0		0
	3		885		337		194		168		2333		0		0
	4		885		338		195		167		2204		0		0
	5		885		331		196		168		2158		0		0
	6		885		324		197		213		1894		0		0
	7		885		337		196		229		1605		307		0
	8		884		341		188		270		1447		1386		52
	9		883		340		190		273		1315		2501		403
	10		883		338		190		274		1065		3207		570
	11		881		334		191		272		960		3680		601
	12		881		332		193		273		997		3856		609
	13		876		338		191		329		1162		3895		645
	14		875		339		193		331		1348		3918		672
	15		877		340		194		332		1649		3876		569
	16		877		337		194		379		2074		3548		374
	17		878		335		194		379		2176		3099		429
	18		878		334		187		381		2205		2384		466
	19		877		328		187		376		2421		1262		325
	20		878		331		191		324		2720		274		38
	21		880		331		193		314		2992		0		0
	22		882		332		195		321		3022		0		0
	23		883		332		194		287		2944		0		0
	24		885		327		194		262		3070		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4487		2274		9995		8769		1352				
	2		4360		2273		8681		8836		1108				
	3		3917		2273		8143		8818		1138				
	4		3789		2274		8225		8536		1169				
	5		3737		2273		8418		8626		1132				
	6		3512		2273		9339		9006		713				
	7		3559		2273		10283		9213		730				
	8		4567		2273		11136		8877		1086				
	9		5905		2272		11769		8564		1118				
	10		6527		2274		12635		8323		1273				
	11		6919		2275		13743		8189		1406				
	12		7140		2276		13908		8566		2011				
	13		7437		2273		14656		8340		2359				
	14		7677		2273		15615		8309		2790				
	15		7838		2272		16648		8123		3002				
	16		7783		2271		17414		7938		3253				
	17		7490		2272		17462		8169		3808				
	18		6837		2273		17788		8192		3984				
	19		5777		2274		17871		8313		3969				
	20		4756		2274		17668		8654		3479				
	21		4711		2276		16731		9173		3144				
	22		4752		2277		15481		9113		3004				
	23		4639		2281		13424		8905		2334				
	24		4739		2280		11208		8781		1513				
