05/06/13			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		919		275		174		310		955		0		0
	2		918		279		175		314		970		0		0
	3		918		288		175		319		896		0		0
	4		918		287		175		318		785		0		0
	5		919		289		175		319		685		3		0
	6		920		284		175		319		679		4		0
	7		918		283		175		326		588		47		0
	8		918		284		174		324		659		273		0
	9		897		283		172		348		749		522		0
	10		883		284		170		352		668		804		25
	11		880		285		171		354		753		991		70
	12		881		284		172		356		1057		1091		71
	13		880		286		172		360		1082		1146		47
	14		880		287		173		377		1079		1182		18
	15		880		289		171		384		1370		1235		82
	16		880		289		171		383		1597		1101		125
	17		880		292		172		392		1874		950		66
	18		881		289		173		393		1670		608		6
	19		881		290		172		397		1586		213		10
	20		881		290		172		399		1494		0		0
	21		882		289		171		401		1467		0		0
	22		883		290		169		372		1469		0		0
	23		885		289		176		340		1512		0		0
	24		886		290		180		323		1494		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		2637		2267		6745		8071		1394				
	2		2660		2266		6655		7818		1276				
	3		2599		2265		6721		7975		1181				
	4		2487		2265		6361		8303		1127				
	5		2390		2266		6496		8471		1421				
	6		2380		2266		7490		8472		1438				
	7		2335		2265		8332		8985		1896				
	8		2632		2266		9331		9494		1988				
	9		2970		2267		9638		9427		2545				
	10		3184		2265		10453		9157		2711				
	11		3505		2266		10498		9703		2425				
	12		3913		2266		10855		9138		2574				
	13		3973		2266		10496		8791		2806				
	14		3996		2264		10889		8189		2869				
	15		4411		2265		10149		8251		2872				
	16		4547		2265		9919		8187		2678				
	17		4626		2263		9137		8253		3090				
	18		4019		2263		9292		8684		2907				
	19		3548		2264		9330		9064		2937				
	20		3247		2263		10269		9254		2939				
	21		3206		2262		10693		9622		3311				
	22		3180		2263		9926		9453		3005				
	23		3198		2265		9714		8611		1869				
	24		3170		2263		8715		8026		1505				
