08/19/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		884		283		186		178		1976		0		0
	2		884		294		186		137		1963		0		0
	3		884		302		186		135		2036		0		0
	4		885		304		186		134		2266		0		0
	5		884		306		186		135		2269		0		0
	6		884		303		188		174		2168		0		0
	7		885		300		188		178		2004		57		0
	8		883		299		187		197		1723		848		0
	9		882		303		184		209		1525		2140		183
	10		881		305		183		218		1564		3137		284
	11		881		305		183		229		1576		3750		285
	12		880		303		183		229		1724		3851		299
	13		879		314		185		236		1762		3885		448
	14		879		314		185		232		2117		3794		512
	15		878		311		185		263		2504		4003		551
	16		877		317		185		317		2611		3792		555
	17		877		315		186		317		2775		3214		526
	18		877		316		188		314		2817		2188		421
	19		877		312		186		315		2778		826		159
	20		877		314		186		264		2703		0		0
	21		877		313		187		245		2682		0		0
	22		879		303		186		223		2534		0		0
	23		880		281		186		202		2402		0		0
	24		880		298		186		172		2302		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		3507		1433		12966		7169		713				
	2		3464		1420		12352		7065		657				
	3		3543		1467		11715		6950		606				
	4		3776		1508		10978		7012		621				
	5		3781		1518		11558		6964		647				
	6		3718		1527		12136		7107		643				
	7		3612		1544		13026		8001		1020				
	8		4137		1550		13593		8106		1176				
	9		5426		1551		13377		8267		1013				
	10		6573		1550		13070		8312		1023				
	11		7210		1549		13634		8193		913				
	12		7468		1537		13870		8482		904				
	13		7708		1551		14184		8471		1059				
	14		8033		1552		14529		8660		1356				
	15		8695		1553		14566		8521		1704				
	16		8654		1552		15147		8480		1968				
	17		8210		1551		15037		8734		2581				
	18		7121		1552		14860		9570		2561				
	19		5454		1578		15238		9452		2860				
	20		4344		1607		15664		9403		2774				
	21		4304		1607		15832		9742		2517				
	22		4124		1604		15199		9565		1787				
	23		3952		1606		14255		8722		950				
	24		3839		1605		12988		7938		743				
