08/18/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		883		309		198		164		3500		0		0
	2		883		307		197		160		3523		0		0
	3		884		308		197		122		3296		0		0
	4		883		306		197		122		3046		0		0
	5		885		308		196		161		2825		0		0
	6		885		306		193		164		2713		0		0
	7		885		307		192		163		2657		48		0
	8		884		304		185		183		2139		751		0
	9		883		301		186		190		1566		1867		195
	10		882		299		186		192		1171		2826		356
	11		880		297		186		212		1094		3604		295
	12		879		297		186		227		995		3689		288
	13		877		307		188		236		1535		3589		318
	14		877		310		184		231		1524		3628		327
	15		877		311		183		262		1737		3358		347
	16		876		310		184		302		1875		3278		332
	17		876		313		186		293		2079		2858		329
	18		878		330		184		301		2133		1790		328
	19		877		331		183		307		2144		632		139
	20		878		333		183		272		2054		0		0
	21		878		331		183		248		1965		0		0
	22		880		322		183		232		2062		0		0
	23		881		301		183		213		2064		0		0
	24		882		301		183		183		1881		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		5054		1098		12068		6730		529				
	2		5070		1104		11191		6297		560				
	3		4807		1142		11357		6002		612				
	4		4555		1142		11125		6173		611				
	5		4374		1143		11573		6226		578				
	6		4261		1142		12444		6159		599				
	7		4252		1142		12479		7304		1024				
	8		4447		1142		13505		7454		1474				
	9		5189		1142		14638		7234		1497				
	10		5912		1142		15523		7440		1349				
	11		6568		1143		15921		8124		1400				
	12		6560		1142		17186		8350		1529				
	13		7050		1142		18437		8031		1528				
	14		7081		1141		18946		8222		2114				
	15		7076		1141		19436		8529		2526				
	16		7157		1141		20405		8161		2651				
	17		6934		1141		20679		8012		3052				
	18		5945		1171		20239		8582		3498				
	19		4614		1303		20062		8863		3338				
	20		3721		1356		19580		8847		3147				
	21		3606		1315		18935		9259		3030				
	22		3679		1310		17148		9193		2554				
	23		3641		1332		15507		8797		1354				
	24		3429		1413		13709		8213		946				
