06/26/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		894		304		202		221		3064		0		0
	2		895		310		202		216		3071		0		0
	3		893		309		204		178		3137		0		0
	4		893		307		205		179		3163		0		0
	5		896		305		206		182		2928		0		0
	6		897		291		205		229		2741		0		0
	7		896		292		205		237		2586		289		0
	8		896		298		199		245		2434		1053		0
	9		896		316		194		252		2493		1911		0
	10		897		321		194		246		2512		2760		0
	11		896		318		192		245		2583		3469		0
	12		896		319		196		272		3027		3539		52
	13		894		295		199		273		3267		3563		157
	14		891		279		200		274		3427		3518		200
	15		889		289		201		289		3742		3296		219
	16		889		306		201		296		3710		3044		231
	17		888		304		205		306		3871		2596		256
	18		887		305		207		316		3948		1977		277
	19		888		311		205		357		4050		982		106
	20		889		320		205		319		4168		152		0
	21		890		318		205		316		3960		0		0
	22		891		317		205		315		3568		0		0
	23		894		311		205		287		3364		0		0
	24		896		308		205		260		2920		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4685		2283		7530		8980		1685				
	2		4695		2284		6404		8780		1612				
	3		4721		2284		6154		8639		1364				
	4		4746		2284		6102		8371		1361				
	5		4517		2283		6440		8573		1380				
	6		4362		2284		7126		8933		1241				
	7		4505		2283		8069		8937		1459				
	8		5126		2283		8962		8785		1633				
	9		6061		2284		9301		8681		1942				
	10		6931		2285		9665		8656		1860				
	11		7702		2284		10176		8439		1761				
	12		8301		2284		9984		8759		1627				
	13		8648		2283		10360		8385		1798				
	14		8788		2282		10587		8210		2380				
	15		8925		2282		10732		8446		2612				
	16		8677		2283		11332		8495		2743				
	17		8427		2283		11278		8794		2998				
	18		7918		2283		11169		8833		3330				
	19		6898		2283		11453		9033		3139				
	20		6053		2282		11225		9209		3243				
	21		5689		2283		11703		9413		3020				
	22		5296		2283		11316		9345		3344				
	23		5061		2282		10220		9240		2386				
	24		4588		2282		8295		9253		2167				
