01/03/13			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		927		345		216		330		134		0		0
	2		927		345		215		326		80		0		0
	3		927		348		215		326		81		0		0
	4		926		342		215		328		87		0		0
	5		927		335		214		326		108		0		0
	6		927		324		213		327		161		0		0
	7		925		301		207		352		225		0		0
	8		925		308		207		371		169		116		0
	9		923		314		206		369		150		426		0
	10		919		324		208		368		223		779		21
	11		920		326		209		366		278		927		30
	12		920		326		210		366		281		980		26
	13		919		324		210		367		261		981		21
	14		922		323		210		369		305		902		24
	15		922		325		209		380		320		675		32
	16		921		329		209		384		237		347		33
	17		921		333		209		386		127		46		6
	18		921		332		209		421		87		0		0
	19		921		339		209		424		91		0		0
	20		920		339		210		424		101		0		0
	21		921		342		213		423		91		0		0
	22		922		340		214		407		100		0		0
	23		924		336		214		342		102		0		0
	24		924		337		214		336		91		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		1933		2264		10537		6166		1738				
	2		1881		2266		10510		5848		1455				
	3		1887		2267		10469		5863		1317				
	4		1890		2265		10314		5990		1304				
	5		1901		2265		10456		5918		1363				
	6		1947		2267		10874		6456		1849				
	7		2006		2266		11712		7700		2063				
	8		2096		2266		11996		8605		2117				
	9		2385		2267		12511		8233		2281				
	10		2837		2268		12523		7914		2221				
	11		3051		2269		12328		7700		2313				
	12		3109		2267		11831		7822		2230				
	13		3080		2267		11683		7417		2282				
	14		3051		2267		11339		7457		2295				
	15		2858		2267		11260		7393		2179				
	16		2456		2267		11275		7695		2222				
	17		2024		2267		11933		8049		2506				
	18		1964		2265		13534		9026		3111				
	19		1978		2263		13821		9294		3263				
	20		1990		2265		13767		9129		3098				
	21		1987		2266		13944		8989		2356				
	22		1980		2267		13315		8261		2213				
	23		1913		2269		12509		7491		1740				
	24		1896		2269		11448		6681		1673				
