11/19/14			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		1038		317		176		48		22		0		0		
	2		1038		322		175		14		9		0		0		
	3		1038		321		174		14		7		0		0		
	4		1038		319		173		14		5		0		0		
	5		1038		294		172		14		15		0		0		
	6		1038		290		174		59		50		0		0		
	7		1037		281		174		74		35		53		0		
	8		1036		281		163		67		24		911		0		
	9		1033		265		161		66		54		2022		0		
	10		1030		254		160		68		57		2764		0		
	11		1029		274		162		68		85		2631		25		
	12		1028		279		160		66		100		2884		39		
	13		1028		284		156		68		134		3052		59		
	14		1028		282		160		67		199		3089		38		
	15		1028		273		160		67		303		2670		26		
	16		1028		285		150		86		750		1406		26		
	17		1029		291		153		109		1162		0		0		
	18		1029		306		157		155		868		0		0		
	19		1029		316		162		155		682		0		0		
	20		1030		322		164		119		595		0		0		
	21		1032		323		164		115		707		0		0		
	22		1032		323		166		92		694		0		0		
	23		1033		320		167		81		787		0		0		
	24		1034		320		167		70		1051		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		1600		2256		11187		5523		413						
	2		1558		2258		10974		5143		320						
	3		1554		2260		10749		4925		336						
	4		1550		2259		10911		4673		416						
	5		1534		2259		11170		5049		371						
	6		1611		2261		11990		5360		664						
	7		1653		2261		13204		5976		1270						
	8		2483		2262		13655		6148		1223						
	9		3601		2263		12626		6625		1150						
	10		4333		2262		12454		6777		865						
	11		4273		2261		12762		6821		920						
	12		4556		2260		12830		6781		774						
	13		4780		2258		12458		7013		749						
	14		4862		2257		12415		7055		796						
	15		4526		2257		12605		7038		871						
	16		3730		2258		13520		6677		1067						
	17		2744		2258		15492		6134		1380						
	18		2515		2259		16838		7019		1478						
	19		2344		2260		16852		6962		1522						
	20		2231		2259		16088		7097		1573						
	21		2341		2259		15196		6873		1452						
	22		2307		2258		13749		6946		1169						
	23		2387		2259		12608		6137		762						
	24		2642		2259		11281		5630		449						
