06/12/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		882		337		207		229		3446		0		0
	2		880		336		206		222		3249		0		0
	3		882		335		207		172		3259		0		0
	4		885		334		207		171		3192		0		0
	5		886		330		206		177		3077		0		0
	6		886		306		206		228		2852		0		0
	7		884		309		205		232		2672		367		0
	8		886		310		203		250		2630		1483		72
	9		887		328		203		250		2600		2673		368
	10		886		324		201		261		2490		3361		458
	11		886		323		201		257		2316		3832		491
	12		885		322		203		257		2311		4002		503
	13		883		324		204		257		2568		4024		526
	14		879		322		202		253		2806		3983		529
	15		880		324		200		269		2977		3909		529
	16		880		326		203		282		3248		3631		527
	17		881		329		203		296		3353		3151		505
	18		882		328		203		295		3440		2407		481
	19		883		325		205		329		3283		1234		288
	20		884		325		205		288		3073		252		23
	21		885		326		204		265		3013		0		0
	22		886		325		204		267		3063		0		0
	23		884		321		204		235		2995		0		0
	24		888		320		204		222		3021		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		5100		2278		7852		7974		1105				
	2		4893		2277		7123		7926		859				
	3		4855		2276		6506		7792		888				
	4		4789		2274		6273		8091		901				
	5		4675		2274		6342		8335		883				
	6		4478		2276		6769		8782		870				
	7		4669		2278		7317		8902		1355				
	8		5835		2276		7839		8677		1513				
	9		7308		2276		7947		8488		1532				
	10		7980		2277		8130		8640		1589				
	11		8305		2280		8815		8443		1776				
	12		8482		2280		9690		8153		1678				
	13		8786		2279		9570		8121		1922				
	14		8975		2279		10088		7789		2384				
	15		9088		2279		10588		7745		2547				
	16		9097		2276		10969		7745		2650				
	17		8716		2276		11595		7838		2533				
	18		8036		2277		11528		8031		2809				
	19		6547		2278		11591		8446		3188				
	20		5049		2280		12003		8540		3398				
	21		4693		2281		12344		8645		3416				
	22		4744		2281		11850		9002		2808				
	23		4640		2281		9971		8887		2590				
	24		4656		2283		8339		8588		1896				
