05/11/13			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		873		345		183		316		3130		0		0
	2		874		344		186		316		2865		0		0
	3		873		346		190		315		2248		0		0
	4		873		346		192		316		1563		0		0
	5		872		347		193		315		1218		0		0
	6		871		346		187		318		1119		0		0
	7		870		347		186		332		802		55		0
	8		870		346		186		341		343		342		27
	9		868		345		187		356		158		729		201
	10		880		343		187		359		123		985		270
	11		890		344		189		366		207		1265		282
	12		895		342		192		366		260		1369		282
	13		896		343		193		377		264		1380		278
	14		894		343		192		374		297		1356		276
	15		895		343		178		375		259		1320		270
	16		887		343		159		392		308		1185		195
	17		893		343		162		415		317		909		133
	18		890		343		162		408		343		547		176
	19		892		343		171		404		441		172		149
	20		870		342		189		396		713		0		6
	21		875		342		191		394		867		0		0
	22		868		342		191		380		1132		0		0
	23		870		341		192		357		1362		0		0
	24		871		343		191		343		1441		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4844		2275		6236		8399		1424				
	2		4581		2275		5941		8221		1557				
	3		3968		2273		6272		8065		1422				
	4		3286		2270		6204		8171		1390				
	5		2942		2270		6612		8084		1284				
	6		2837		2270		6980		8102		1322				
	7		2593		2271		7109		8073		1470				
	8		2456		2271		7979		8196		1597				
	9		2843		2273		9014		7926		1877				
	10		3146		2274		9873		7841		2120				
	11		3539		2274		10024		8084		2451				
	12		3702		2274		10623		8434		2420				
	13		3728		2275		11128		8382		2819				
	14		3732		2275		11625		8452		3109				
	15		3639		2273		12587		8417		3099				
	16		3469		2272		12799		8583		3812				
	17		3172		2270		13374		8344		4406				
	18		2868		2270		13557		8657		4288				
	19		2572		2268		14021		8805		3684				
	20		2525		2270		13106		8981		3912				
	21		2664		2271		13292		9051		4029				
	22		2908		2271		12351		9206		3449				
	23		3117		2272		11130		8759		2724				
	24		3186		2273		9934		8464		1675				
