09/11/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		880		352		214		154		777		0		0
	2		881		361		214		110		877		0		0
	3		882		363		215		110		946		0		0
	4		882		365		216		110		803		0		0
	5		883		361		215		109		753		0		0
	6		883		342		214		166		530		0		0
	7		884		338		214		172		329		15		0
	8		882		337		214		173		207		768		0
	9		881		358		213		185		124		2313		161
	10		880		357		212		187		93		3267		371
	11		878		364		212		196		91		3739		392
	12		877		360		212		218		123		3893		416
	13		876		365		213		232		173		3933		502
	14		875		368		214		239		200		3934		505
	15		875		368		215		237		207		3891		517
	16		875		368		214		249		208		3586		577
	17		875		367		215		259		183		2923		560
	18		874		370		215		239		158		1735		489
	19		874		367		215		262		327		374		124
	20		876		368		213		293		900		0		17
	21		878		365		214		234		1440		0		19
	22		879		361		213		227		1548		0		12
	23		880		349		213		193		1361		0		0
	24		878		346		216		168		1244		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		2378		2267		13646		6621		636				
	2		2444		2269		12207		6675		523				
	3		2515		2270		10925		7244		486				
	4		2376		2271		10939		7047		492				
	5		2321		2268		11211		6895		544				
	6		2135		2267		12489		6581		549				
	7		1953		2269		13530		7695		787				
	8		2580		2270		13779		8013		1107				
	9		4235		2270		13766		8016		1008				
	10		5367		2272		14208		7889		1199				
	11		5872		2273		14356		8702		1551				
	12		6100		2271		15523		9070		1741				
	13		6295		2267		17104		9036		1721				
	14		6336		2266		18188		9787		2165				
	15		6309		2265		19533		9655		2262				
	16		6077		2263		19961		10087		2805				
	17		5382		2262		20501		10204		3138				
	18		4080		2264		20917		10764		3078				
	19		2544		2265		20758		10694		3441				
	20		2667		2265		20393		10692		3160				
	21		3149		2265		19274		10887		2905				
	22		3240		2268		17934		10045		2044				
	23		2996		2271		16019		9399		1129				
	24		2852		2272		14547		7795		1043				
