10/05/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		877		295		166		113		247		0		0
	2		880		295		166		72		256		0		0
	3		879		291		167		72		230		0		0
	4		880		287		167		72		186		0		0
	5		880		288		167		72		127		0		0
	6		880		295		165		73		89		0		0
	7		880		295		165		72		92		0		0
	8		880		298		165		121		106		599		0
	9		879		298		164		127		88		2232		92
	10		877		299		165		129		82		3337		467
	11		869		302		164		127		147		3968		567
	12		868		303		164		128		211		4089		560
	13		868		283		163		129		190		4066		545
	14		868		275		163		134		147		4049		544
	15		867		275		163		138		101		3993		558
	16		866		275		163		144		73		3610		572
	17		866		279		163		151		64		2740		519
	18		866		278		164		160		60		1099		250
	19		867		277		164		194		102		0		0
	20		868		278		165		198		332		0		0
	21		868		273		166		195		438		0		0
	22		869		270		166		156		438		0		0
	23		867		266		166		149		416		0		0
	24		866		263		166		148		408		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		1699		1135		17719		6291		529				
	2		1668		1124		16642		6182		408				
	3		1638		1098		15847		5825		389				
	4		1592		1096		15419		5754		394				
	5		1533		1104		15218		5813		373				
	6		1502		1113		15186		5836		393				
	7		1504		1113		15375		6238		445				
	8		2169		1112		15146		5841		430				
	9		3880		1112		14522		5852		432				
	10		5356		1111		14203		5826		537				
	11		6145		1111		14667		5975		646				
	12		6323		1111		15419		6702		902				
	13		6244		1112		16902		7104		940				
	14		6180		1109		18796		7598		999				
	15		6094		1111		20589		7779		1086				
	16		5702		1112		22425		7937		1409				
	17		4782		1115		23859		8435		1772				
	18		2876		1113		25323		9385		2050				
	19		1605		1111		26216		9659		1895				
	20		1841		1111		25566		10015		1946				
	21		1941		1108		23975		9376		1708				
	22		1899		1107		21948		9085		1388				
	23		1864		1107		20160		8231		1110				
	24		1851		1108		18132		7910		759				
