10/25/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		829		314		111		110		1154		0		0
	2		829		317		116		96		1039		0		0
	3		829		315		121		62		1063		0		0
	4		829		320		124		59		839		0		0
	5		828		319		124		60		702		0		0
	6		829		319		123		106		685		0		0
	7		829		319		123		100		837		0		0
	8		829		302		122		100		1050		227		0
	9		829		318		123		100		894		1390		12
	10		828		319		124		102		819		2540		152
	11		829		313		125		102		1186		3270		204
	12		828		297		126		102		1780		3236		215
	13		828		300		135		98		2041		3329		121
	14		827		302		135		93		2199		3412		170
	15		827		302		136		91		2193		3183		254
	16		828		302		136		93		1858		2676		288
	17		838		301		136		107		1727		1647		330
	18		875		297		137		120		1931		367		40
	19		880		297		136		183		1977		0		0
	20		881		298		136		186		2204		0		0
	21		882		315		136		125		2058		0		0
	22		883		318		135		118		2258		0		0
	23		883		322		134		100		2481		0		0
	24		884		320		135		99		2693		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		2518		1128		7064		6065		654				
	2		2397		1129		7038		5303		641				
	3		2390		1129		6650		5058		577				
	4		2170		1130		6580		5206		553				
	5		2033		1130		6700		5339		716				
	6		2062		1131		6918		5434		852				
	7		2208		1129		6703		6602		717				
	8		2629		1129		5998		6676		613				
	9		3667		1129		5353		6393		726				
	10		4884		1128		3822		6283		693				
	11		6029		1129		2387		6027		632				
	12		6583		1128		2092		5825		581				
	13		6850		1128		2057		5498		670				
	14		7138		1128		1751		5396		707				
	15		6987		1127		1663		5767		764				
	16		6180		1125		3500		5641		898				
	17		5086		1126		4642		6278		1213				
	18		3767		1126		6875		6046		1183				
	19		3474		1126		7779		6425		1420				
	20		3705		1127		7183		7073		1526				
	21		3516		1128		7162		7041		1391				
	22		3711		1128		6253		7145		1062				
	23		3920		1129		5328		6405		927				
	24		4131		1131		3810		6040		631				
