05/11/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		894		197		172		224		2198		0		0
	2		895		211		172		223		1966		0		0
	3		895		212		172		218		1844		0		0
	4		895		210		171		188		1716		0		0
	5		896		210		170		179		1553		0		0
	6		895		210		168		219		1358		0		0
	7		896		211		170		257		1207		239		0
	8		896		212		171		263		1035		1254		14
	9		896		216		165		263		1134		2460		285
	10		894		224		160		263		1334		3152		406
	11		894		224		161		263		1617		3598		544
	12		893		224		160		263		1716		3542		566
	13		890		224		161		268		1654		3466		548
	14		890		231		161		270		1372		3692		509
	15		892		236		160		271		1420		3718		482
	16		892		234		160		271		1642		3440		525
	17		892		234		159		278		1679		3010		437
	18		893		235		152		269		2091		2213		317
	19		893		237		149		275		2266		932		148
	20		891		236		148		320		2157		0		0
	21		891		234		148		323		1982		0		0
	22		890		233		150		310		1650		0		0
	23		890		233		149		250		1419		0		0
	24		891		233		149		237		1135		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		3685		2290		5571		7928		1426				
	2		3466		2289		5015		8152		1206				
	3		3341		2290		4704		8373		1135				
	4		3181		2290		4478		8455		1330				
	5		3008		2289		4509		8561		1402				
	6		2850		2290		4770		8626		1219				
	7		2979		2291		4406		8519		1454				
	8		3843		2291		4164		8395		1641				
	9		5419		2292		4125		7907		1534				
	10		6433		2292		4008		7687		1538				
	11		7301		2291		4018		7368		1423				
	12		7364		2292		4019		7354		1565				
	13		7211		2291		4052		7407		1699				
	14		7124		2290		4229		7240		1642				
	15		7180		2290		4322		7279		1646				
	16		7163		2291		4572		7308		1743				
	17		6689		2290		5004		7531		2001				
	18		6170		2291		5271		8240		1983				
	19		4899		2293		6282		8824		2258				
	20		3752		2292		7017		8907		2990				
	21		3578		2291		7838		9466		3259				
	22		3233		2291		7634		9532		3034				
	23		2940		2290		7280		8965		2441				
	24		2645		2290		7144		8542		1494				
