05/10/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		897		222		183		227		2851		0		0
	2		897		216		183		218		2809		0		0
	3		897		205		181		174		3151		0		0
	4		897		203		180		176		2656		0		0
	5		898		199		178		187		2687		0		0
	6		899		200		176		239		3100		0		0
	7		898		200		174		255		3290		233		0
	8		898		200		175		268		2578		1235		1
	9		897		203		176		269		2385		2455		232
	10		897		204		178		272		2572		3207		516
	11		896		205		180		271		2712		3637		555
	12		895		204		180		288		2991		3542		462
	13		895		203		181		272		2859		3638		391
	14		895		190		183		272		3081		3713		304
	15		894		198		182		285		3080		3580		280
	16		892		202		183		272		3253		3452		274
	17		891		198		181		270		3185		2948		248
	18		890		200		171		273		2647		2026		173
	19		890		200		170		292		2402		807		19
	20		890		199		172		319		2334		0		0
	21		893		193		172		337		1963		0		0
	22		894		186		172		319		2124		0		0
	23		895		189		172		248		2117		0		0
	24		895		191		171		248		2107		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4379		2289		5058		8520		1425				
	2		4323		2288		4517		8485		1341				
	3		4609		2288		4280		8371		1284				
	4		4112		2289		4219		8615		1315				
	5		4148		2289		4223		8480		1416				
	6		4613		2290		4110		8415		1294				
	7		5049		2290		3724		8324		1549				
	8		5355		2290		4038		8394		1843				
	9		6616		2291		4092		8132		1912				
	10		7845		2289		3791		7798		1980				
	11		8455		2289		3650		7568		1947				
	12		8561		2290		3838		7803		1783				
	13		8440		2289		3851		8002		1620				
	14		8637		2289		3807		7734		1643				
	15		8498		2290		3798		7734		1745				
	16		8525		2289		3915		7788		1610				
	17		7921		2289		4261		8044		1778				
	18		6381		2290		4805		8771		2314				
	19		4780		2289		5441		8976		2928				
	20		3915		2289		6198		9230		2916				
	21		3558		2289		6833		9728		3652				
	22		3696		2290		6670		9606		3270				
	23		3621		2289		5878		9951		2484				
	24		3611		2290		5817		8825		1777				
