08/16/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		884		297		204		170		2337		0		0
	2		884		301		203		164		1994		0		0
	3		883		287		203		131		1837		0		0
	4		884		287		202		130		1911		0		0
	5		883		287		201		130		1775		0		0
	6		884		290		205		131		1744		0		0
	7		885		289		205		131		1668		82		0
	8		886		279		202		173		1414		1055		5
	9		887		291		198		187		1090		2431		344
	10		886		291		198		200		664		3421		519
	11		885		291		196		210		516		3928		482
	12		884		291		196		213		545		3958		565
	13		882		292		192		220		758		3982		624
	14		881		291		193		221		1118		4117		637
	15		881		291		193		232		1347		4097		651
	16		879		292		193		258		1701		3813		654
	17		878		290		194		258		2046		3266		622
	18		878		289		194		277		2362		2320		556
	19		879		289		194		276		2600		889		313
	20		880		291		194		256		2653		0		0
	21		880		291		195		240		2763		0		0
	22		881		292		191		226		2967		0		0
	23		882		292		188		204		3332		0		0
	24		882		301		193		191		3145		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		3892		1096		13278		7457		669				
	2		3547		1096		12821		7054		621				
	3		3341		1096		12882		6482		613				
	4		3413		1095		12835		6154		630				
	5		3277		1095		12781		6081		679				
	6		3253		1094		13035		6101		657				
	7		3260		1094		12498		6880		611				
	8		4014		1093		12390		6543		652				
	9		5428		1093		12792		6147		621				
	10		6178		1093		13600		6006		718				
	11		6507		1093		14281		6820		861				
	12		6652		1093		15314		7698		824				
	13		6950		1093		16351		7719		1149				
	14		7459		1094		16764		8022		1391				
	15		7691		1095		16651		8488		2260				
	16		7790		1095		16814		8813		2793				
	17		7554		1093		16799		9202		3336				
	18		6877		1094		17020		9537		3443				
	19		5440		1097		17732		9476		3359				
	20		4274		1096		17944		9055		3154				
	21		4369		1096		17606		9204		2857				
	22		4557		1097		16184		9153		2299				
	23		4898		1096		14454		8943		1367				
	24		4712		1096		13738		7893		760				
