07/27/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		882		293		208		178		2813		0		0
	2		882		290		208		168		2619		0		0
	3		882		292		207		161		2702		0		0
	4		884		292		206		127		2267		0		0
	5		885		290		208		131		1931		0		0
	6		884		292		207		131		1978		3		0
	7		884		293		208		131		2087		81		0
	8		883		292		208		176		1867		521		0
	9		884		293		207		193		1359		1248		0
	10		884		291		207		214		717		1863		0
	11		881		290		207		222		526		2470		0
	12		877		291		204		220		319		2739		75
	13		877		291		206		226		369		2834		153
	14		876		289		206		227		429		3126		185
	15		878		291		206		247		855		3419		93
	16		880		291		206		282		1336		3341		0
	17		877		290		206		299		1542		2713		0
	18		878		291		208		338		1659		2135		0
	19		878		292		206		336		2002		1053		0
	20		879		291		207		317		2395		179		0
	21		880		289		207		304		2509		0		0
	22		881		290		204		259		2638		0		0
	23		880		286		204		230		2865		0		0
	24		877		281		205		204		2853		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4375		2266		12778		7180		1245				
	2		4167		2263		11734		7092		1095				
	3		4244		2260		10541		7230		867				
	4		3776		2259		10188		7468		919				
	5		3445		2260		10092		7728		935				
	6		3496		2259		9916		7721		1089				
	7		3684		2261		9264		7549		1172				
	8		3947		2261		9236		7357		1443				
	9		4184		2259		10604		7242		1573				
	10		4177		2262		12096		7291		1611				
	11		4596		2263		13244		7369		1559				
	12		4725		2261		14118		7599		1618				
	13		4957		2258		15434		7234		2030				
	14		5338		2258		16013		7577		2409				
	15		5988		2258		16559		7488		2934				
	16		6336		2258		16821		7709		3632				
	17		5927		2259		17754		7860		4136				
	18		5508		2261		18676		7839		4223				
	19		4768		2263		19095		7866		4238				
	20		4268		2265		18689		7754		4145				
	21		4189		2266		18590		8011		3612				
	22		4273		2265		17348		8382		2842				
	23		4466		2265		15424		8102		1949				
	24		4421		2264		13598		7668		1216				
