12/26/14			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		1069		257		173		208		1246		0		0		
	2		1070		256		173		201		1054		0		0		
	3		1069		251		173		169		951		0		0		
	4		1069		251		173		178		921		0		0		
	5		1069		259		173		217		921		0		0		
	6		1069		253		173		220		1002		0		0		
	7		1070		253		173		260		985		0		0		
	8		1070		262		171		276		897		591		0		
	9		1070		264		168		268		1031		2361		19		
	10		1069		264		170		243		1153		3544		352		
	11		1069		260		172		240		1248		3462		472		
	12		1069		275		172		237		1254		3388		461		
	13		1067		282		170		241		1000		3489		448		
	14		1064		288		168		240		756		3649		445		
	15		1067		284		168		246		715		3029		435		
	16		1067		286		168		275		586		1954		311		
	17		1068		284		169		326		271		0		8		
	18		1068		287		169		377		207		0		0		
	19		1068		288		168		342		298		0		0		
	20		1068		288		168		328		488		0		0		
	21		1069		285		165		328		646		0		0		
	22		1067		288		161		323		650		0		0		
	23		1066		289		159		267		668		0		0		
	24		1069		279		157		240		524		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2953		2151		8764		6058		423						
	2		2754		2150		8368		5632		504						
	3		2613		2152		8741		5685		195						
	4		2592		2151		8612		5424		440						
	5		2639		2151		8433		5679		584						
	6		2717		2151		8107		6569		997						
	7		2741		2151		8210		7429		1394						
	8		3267		2150		8506		7280		1498						
	9		5180		2150		7910		6825		1247						
	10		6795		2150		7369		6272		983						
	11		6922		2151		7282		6211		898						
	12		6855		2151		7400		5793		914						
	13		6697		2150		7564		5381		890						
	14		6610		2151		7741		5134		828						
	15		5944		2150		7977		5463		938						
	16		4648		2149		8665		6234		1226						
	17		2126		2149		10349		7917		1820						
	18		2107		2149		12472		9000		2089						
	19		2164		2149		12850		9082		2086						
	20		2340		2151		12354		9119		2043						
	21		2492		2151		11971		8892		1952						
	22		2490		2150		11538		8400		1891						
	23		2449		2152		11295		7925		1320						
	24		2269		2153		10607		7358		803						
