12/23/12			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		918		373		211		230		979		1		0
	2		919		369		205		228		1331		1		0
	3		919		365		201		225		1641		1		0
	4		918		363		201		224		1740		1		0
	5		921		359		201		219		1693		1		0
	6		920		363		201		219		1769		1		0
	7		918		364		201		230		1662		4		0
	8		918		362		201		239		1892		117		0
	9		916		359		200		251		1663		340		0
	10		914		357		199		290		1902		489		22
	11		914		359		196		295		2298		566		48
	12		913		354		193		296		2501		574		39
	13		913		353		199		300		2694		617		4
	14		913		348		200		300		3055		434		0
	15		914		345		201		301		2256		264		0
	16		915		342		201		299		1594		114		0
	17		916		350		200		306		1484		12		0
	18		916		350		200		311		1620		1		0
	19		917		347		198		348		1633		2		0
	20		917		349		197		311		1439		2		0
	21		917		357		198		309		1057		2		0
	22		918		355		199		309		1210		2		0
	23		921		356		199		304		1570		2		0
	24		920		361		199		305		2012		2		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		2713		2260		8723		6296		1768				
	2		3053		2261		7512		6187		1683				
	3		3352		2262		7160		5572		1628				
	4		3447		2261		6914		5481		1563				
	5		3395		2262		7257		5236		1672				
	6		3473		2262		7410		5537		1849				
	7		3380		2262		8218		5370		2166				
	8		3729		2262		8773		5102		2170				
	9		3730		2262		8833		5791		2169				
	10		4174		2261		9051		6015		2113				
	11		4676		2262		8667		6151		1891				
	12		4871		2260		8553		5974		2034				
	13		5080		2260		8785		5753		1815				
	14		5251		2261		8791		5399		1720				
	15		4281		2261		9083		5717		2088				
	16		3465		2261		9790		5849		2108				
	17		3269		2261		10178		7028		2154				
	18		3399		2262		11280		7892		2907				
	19		3445		2263		12058		7286		3039				
	20		3214		2264		12414		7166		2719				
	21		2840		2263		11897		7512		2663				
	22		2991		2263		11612		7060		2119				
	23		3352		2262		10685		6345		1852				
	24		3799		2261		9325		5818		1804				
