09/14/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		875		339		199		139		1681		0		0
	2		876		341		199		130		1547		0		0
	3		876		341		199		98		1390		0		0
	4		876		342		199		98		1388		0		0
	5		877		342		199		98		1374		0		0
	6		877		339		199		99		1396		0		0
	7		877		345		198		138		1283		2		0
	8		877		345		197		141		1197		702		0
	9		876		346		195		156		1015		2156		109
	10		875		343		195		179		684		3191		355
	11		875		342		194		190		392		3598		449
	12		874		342		194		210		263		3904		442
	13		873		342		193		212		271		4012		422
	14		872		342		191		208		395		3632		427
	15		872		341		189		209		500		3452		360
	16		871		342		185		261		653		3177		280
	17		871		343		191		254		1097		2740		82
	18		872		342		194		262		1198		1482		6
	19		873		341		195		267		1322		302		0
	20		874		342		196		242		1390		0		0
	21		875		356		189		217		1508		0		0
	22		876		357		195		181		1659		0		0
	23		876		355		196		149		1674		0		0
	24		877		359		196		149		1458		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		3234		2264		13973		6707		628				
	2		3093		2264		13236		6039		510				
	3		2904		2264		12277		6054		512				
	4		2903		2263		11321		6195		562				
	5		2890		2263		11270		6180		542				
	6		2909		2266		11357		6099		536				
	7		2844		2266		11016		6525		562				
	8		3459		2262		11261		6130		585				
	9		4852		2260		11340		6537		696				
	10		5822		2262		12729		6257		749				
	11		6040		2264		14263		6428		1033				
	12		6228		2265		15903		7353		1061				
	13		6325		2266		17634		7808		1320				
	14		6067		2264		19311		8416		1544				
	15		5922		2265		20491		8526		2135				
	16		5769		2266		21482		8678		2471				
	17		5578		2259		21810		8932		2756				
	18		4356		2257		22012		9727		3003				
	19		3300		2264		22195		9669		2961				
	20		3044		2266		22510		9437		2812				
	21		3146		2269		22029		8866		2543				
	22		3268		2271		20050		8301		2222				
	23		3251		2271		17454		8124		1392				
	24		3040		2268		15978		7005		931				
