10/28/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		887		298		146		98		82		0		0
	2		887		287		146		94		66		0		0
	3		888		298		145		59		50		0		0
	4		888		307		145		56		57		0		0
	5		887		308		146		94		37		0		0
	6		873		305		145		96		27		0		0
	7		872		303		145		109		16		0		0
	8		871		305		136		136		39		272		0
	9		871		326		133		124		18		1759		38
	10		870		327		130		124		21		3127		435
	11		869		324		130		126		59		3714		537
	12		871		330		128		132		109		3958		526
	13		871		340		140		132		106		3938		508
	14		871		348		143		132		117		3944		505
	15		871		354		144		132		113		3777		514
	16		870		352		145		133		90		3276		505
	17		870		331		145		133		74		2126		398
	18		868		332		145		150		63		471		58
	19		869		330		145		185		101		0		0
	20		870		330		146		185		149		0		0
	21		870		331		146		148		185		0		0
	22		873		330		145		132		175		0		0
	23		888		325		152		105		171		0		0
	24		888		343		159		103		197		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		1510		1139		12826		5636		701				
	2		1479		1139		12396		5320		469				
	3		1440		1140		11989		5281		464				
	4		1454		1139		11609		5493		477				
	5		1473		1139		12028		5466		612				
	6		1446		1139		12621		6157		771				
	7		1445		1138		13847		6927		902				
	8		1759		1138		14528		7210		1134				
	9		3269		1138		14162		6907		858				
	10		5034		1137		13470		6445		631				
	11		5761		1137		13178		6556		665				
	12		6055		1137		13696		6170		590				
	13		6034		1136		13889		6014		538				
	14		6061		1137		14257		5987		629				
	15		5904		1137		14572		5905		659				
	16		5370		1136		14786		6418		718				
	17		4078		1136		15195		6766		925				
	18		2087		1138		15891		7047		1020				
	19		1630		1138		16133		7748		1351				
	20		1680		1137		16233		7773		1511				
	21		1681		1137		15715		7804		1255				
	22		1656		1136		15050		7574		1113				
	23		1641		1136		14262		7504		830				
	24		1690		1136		13092		6897		647				
