09/24/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		874		321		169		150		933		0		0
	2		875		324		169		144		1006		0		0
	3		876		325		169		111		1044		0		0
	4		877		324		169		111		904		0		0
	5		877		308		169		110		834		0		0
	6		877		307		168		148		711		0		0
	7		877		306		169		150		658		0		0
	8		877		307		167		167		479		719		0
	9		875		326		168		171		392		2403		163
	10		873		334		167		173		383		3496		479
	11		872		341		165		200		339		4019		438
	12		870		338		166		199		430		4184		501
	13		870		339		166		203		532		4186		548
	14		871		337		167		217		725		4173		616
	15		871		338		167		219		986		4116		658
	16		871		330		164		223		1144		3756		701
	17		871		334		162		269		1146		2986		672
	18		871		338		169		259		1337		1427		503
	19		872		336		169		259		1452		0		57
	20		872		337		170		269		1278		0		0
	21		874		337		169		224		1059		0		0
	22		875		338		168		218		945		0		0
	23		876		332		168		199		803		0		0
	24		877		325		168		162		673		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		2448		2267		13929		5227		499				
	2		2518		2268		12788		5125		461				
	3		2525		2266		12022		5133		467				
	4		2385		2267		12135		5072		476				
	5		2299		2268		12531		5036		522				
	6		2211		2269		13346		5368		534				
	7		2160		2268		13680		7053		818				
	8		2716		2268		14224		7429		865				
	9		4498		2269		13992		7164		720				
	10		5906		2269		13700		7212		928				
	11		6374		2266		14735		7180		989				
	12		6690		2264		15789		6970		1179				
	13		6843		2263		16639		6977		1392				
	14		7107		2264		18043		6824		1530				
	15		7354		2265		18651		7042		2008				
	16		7188		2264		19415		7311		2319				
	17		6441		2265		20585		7004		2590				
	18		4905		2267		20855		7334		2600				
	19		3145		2268		20755		7763		2541				
	20		2926		2266		20872		7989		2665				
	21		2662		2266		20473		7937		2232				
	22		2543		2268		18689		7863		1795				
	23		2377		2270		16408		7567		1257				
	24		2206		2270		14881		6818		784				
