04/01/13			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		926		278		206		328		1098		0		0
	2		927		276		206		325		1254		0		0
	3		926		278		205		321		1558		0		0
	4		926		274		205		320		1855		0		0
	5		926		273		205		325		1836		0		0
	6		926		268		205		328		1813		0		0
	7		925		265		204		333		1656		2		0
	8		925		264		202		341		1392		151		0
	9		922		265		201		356		1322		492		96
	10		921		266		200		374		1558		823		274
	11		920		266		201		378		1614		1058		284
	12		919		267		202		385		1691		1069		223
	13		919		266		203		398		1904		1158		209
	14		918		265		204		399		2099		1110		238
	15		918		266		204		398		2185		1012		251
	16		918		269		204		398		2472		855		263
	17		918		275		204		399		2722		771		288
	18		918		270		204		399		2558		415		266
	19		918		270		205		389		2588		0		91
	20		919		270		205		388		2572		0		0
	21		919		267		206		392		2621		0		0
	22		920		277		204		391		2743		0		0
	23		923		276		204		365		2929		0		0
	24		924		275		205		339		3268		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		2829		2268		7126		6072		1464				
	2		2985		2268		6502		6093		1551				
	3		3280		2269		6099		5844		1259				
	4		3574		2270		5965		5894		1296				
	5		3558		2271		6617		5967		1245				
	6		3532		2270		6464		6924		1524				
	7		3381		2269		6918		8215		1807				
	8		3270		2269		8198		8127		2298				
	9		3650		2269		9248		7963		2295				
	10		4411		2268		9414		7825		2192				
	11		4718		2265		9450		7764		2366				
	12		4752		2264		9872		7452		2370				
	13		5056		2266		10589		6880		2210				
	14		5233		2267		10475		6462		2115				
	15		5233		2267		10281		6453		2025				
	16		5378		2267		10089		6416		1853				
	17		5577		2267		9497		6501		1990				
	18		5031		2267		9675		6813		2005				
	19		4556		2269		10188		6923		2082				
	20		4349		2269		10549		7496		2970				
	21		4401		2269		10669		7914		3116				
	22		4531		2266		9609		7920		2661				
	23		4693		2267		8530		7461		1812				
	24		5007		2268		7403		6699		1398				
