10/23/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		884		313		109		79		440		0		0
	2		884		319		107		41		442		0		0
	3		884		321		107		42		452		0		0
	4		884		318		107		42		481		0		0
	5		883		314		104		43		409		0		0
	6		883		286		95		80		250		0		0
	7		883		295		94		91		270		0		0
	8		883		292		93		120		302		312		0
	9		833		308		95		110		272		1801		19
	10		827		296		95		109		190		3019		436
	11		826		321		96		110		161		3520		545
	12		826		316		94		112		148		3676		530
	13		825		320		94		117		156		3656		515
	14		825		310		96		117		179		3663		517
	15		825		323		100		129		202		3263		496
	16		826		325		101		147		220		2225		334
	17		828		330		100		157		267		1919		350
	18		827		328		100		205		262		522		70
	19		827		327		99		215		278		0		0
	20		828		326		99		209		201		0		0
	21		828		324		100		209		260		0		0
	22		828		315		104		164		338		0		0
	23		828		328		105		112		426		0		0
	24		829		322		109		95		409		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		1825		1140		8849		5661		384				
	2		1793		1139		8082		5774		413				
	3		1806		1138		7746		5516		399				
	4		1832		1138		7701		5337		377				
	5		1754		1138		7826		5520		430				
	6		1595		1139		9013		5760		479				
	7		1634		1138		9735		6535		1020				
	8		2001		1138		10270		6665		1128				
	9		3439		1137		8820		6071		802				
	10		4970		1137		6596		6017		697				
	11		5578		1136		6294		5793		681				
	12		5702		1136		6488		5800		608				
	13		5682		1134		7050		5876		606				
	14		5706		1134		7461		6083		572				
	15		5338		1134		7729		6526		871				
	16		4178		1135		10196		6405		972				
	17		3951		1135		9787		6954		1012				
	18		2314		1136		11800		7359		1371				
	19		1748		1136		12705		7860		1346				
	20		1664		1135		12911		7958		1540				
	21		1720		1136		12486		7703		1481				
	22		1750		1138		11291		7619		1084				
	23		1799		1139		10256		6877		644				
	24		1763		1139		9141		6262		569				
