09/01/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		880		342		196		142		3633		0		0
	2		880		344		195		137		3531		0		0
	3		880		340		194		101		3307		0		0
	4		879		319		194		101		3012		0		0
	5		880		317		194		99		2620		0		0
	6		881		300		192		138		2285		0		0
	7		882		299		191		149		1852		34		0
	8		882		293		192		141		1292		969		0
	9		880		311		194		171		748		2584		321
	10		878		325		194		178		370		3511		603
	11		877		335		194		195		161		4008		644
	12		876		334		195		228		93		4171		639
	13		875		334		196		232		87		4126		627
	14		874		336		197		223		106		4108		623
	15		873		335		197		236		143		4136		625
	16		873		336		195		264		256		3869		628
	17		872		337		195		267		598		3245		587
	18		872		333		196		272		1070		2062		460
	19		873		330		195		274		1448		572		151
	20		874		324		196		259		1851		0		0
	21		874		322		197		232		2161		0		0
	22		875		320		196		223		2141		0		0
	23		876		317		197		201		2032		0		0
	24		876		318		197		173		1832		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		5193		2280		9950		6905		598				
	2		5088		2281		8931		6824		529				
	3		4823		2281		8564		6655		563				
	4		4506		2281		8258		6684		520				
	5		4111		2280		8499		6664		585				
	6		3797		2280		8978		6724		724				
	7		3406		2280		9669		6484		895				
	8		3769		2279		9596		6142		1002				
	9		5209		2278		9473		6162		1012				
	10		6058		2277		9715		6966		988				
	11		6415		2275		10441		7554		1308				
	12		6536		2274		11242		8128		1806				
	13		6478		2275		13235		7919		1825				
	14		6467		2276		14956		7849		1983				
	15		6546		2277		16105		8120		2271				
	16		6420		2274		17450		8158		2490				
	17		6102		2272		17607		8828		2973				
	18		5265		2272		17861		9279		3373				
	19		3843		2272		18096		9590		3281				
	20		3504		2273		17922		9550		2906				
	21		3787		2272		17030		9944		2661				
	22		3756		2273		15590		9583		1969				
	23		3622		2275		13596		9055		1094				
	24		3398		2276		12870		7220		850				
