04/25/13			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		835		256		198		280		2523		0		0
	2		834		257		200		281		2569		0		0
	3		836		255		203		280		2714		0		0
	4		837		245		203		280		2786		0		0
	5		836		243		203		280		2928		0		0
	6		836		243		202		280		2987		0		0
	7		835		239		203		290		2995		31		0
	8		835		255		203		306		2764		217		0
	9		832		261		201		319		2537		569		142
	10		830		261		200		326		2232		957		261
	11		830		265		198		327		2047		1060		286
	12		825		264		196		337		1933		1098		288
	13		825		261		197		338		1879		1101		287
	14		825		261		197		354		2107		1110		289
	15		823		262		200		355		2651		1090		291
	16		824		265		201		363		3160		1011		293
	17		824		267		204		364		3593		842		269
	18		838		264		204		371		3902		565		218
	19		861		264		203		357		3874		176		93
	20		863		266		202		369		3851		0		0
	21		865		265		205		359		3728		0		0
	22		867		264		205		340		3874		0		0
	23		869		264		194		309		3914		0		0
	24		869		265		192		283		3920		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4090		2275		7062		6586		1902				
	2		4140		2274		6719		6436		1606				
	3		4285		2271		6800		5914		1350				
	4		4348		2270		6674		5775		1394				
	5		4487		2270		6763		5704		1488				
	6		4546		2268		7289		6373		1727				
	7		4592		2269		7991		7485		1979				
	8		4579		2270		9693		7070		2422				
	9		4862		2270		10374		6934		2491				
	10		5067		2271		10351		7378		2208				
	11		5013		2275		10509		7504		2360				
	12		4942		2271		10940		7364		2234				
	13		4888		2270		10791		7428		2308				
	14		5144		2268		10475		7633		2297				
	15		5673		2266		9887		7655		2441				
	16		6116		2267		9675		7123		2560				
	17		6364		2269		9304		7137		2602				
	18		6363		2269		9030		7231		2581				
	19		5828		2272		8724		8129		2421				
	20		5555		2273		9003		8121		3179				
	21		5418		2274		10040		7932		3645				
	22		5547		2274		9036		8187		2978				
	23		5547		2275		8050		7838		2153				
	24		5526		2277		6839		7276		1755				
