10/24/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		829		321		111		81		294		0		0
	2		829		321		112		46		248		0		0
	3		830		320		111		46		195		0		0
	4		830		325		112		47		147		0		0
	5		830		321		112		47		142		0		0
	6		830		297		111		86		134		0		0
	7		830		303		111		100		87		0		0
	8		831		297		110		133		68		300		0
	9		830		311		105		125		59		1769		20
	10		829		317		102		125		77		3023		412
	11		829		318		105		130		123		3523		425
	12		828		318		105		131		159		3681		416
	13		828		319		106		134		199		3663		481
	14		828		313		108		130		280		3646		401
	15		828		321		108		133		336		3518		377
	16		827		329		107		166		396		3072		303
	17		827		329		107		166		594		2033		282
	18		828		329		110		170		736		502		47
	19		828		324		110		209		824		0		0
	20		828		326		111		209		994		0		0
	21		829		328		109		173		1119		0		0
	22		830		312		109		157		1195		0		0
	23		829		298		109		122		1239		0		0
	24		829		303		109		113		1359		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		1636		1139		9354		5043		792				
	2		1556		1138		9396		4656		543				
	3		1503		1135		9205		4475		504				
	4		1462		1135		8708		4526		510				
	5		1451		1135		9158		4517		522				
	6		1458		1135		9436		5139		662				
	7		1431		1134		10039		6136		1167				
	8		1739		1133		10392		6179		1278				
	9		3219		1132		8740		6065		778				
	10		4885		1131		6266		5900		606				
	11		5452		1131		6241		5566		675				
	12		5637		1131		6275		5498		698				
	13		5731		1130		6284		5584		970				
	14		5705		1129		6349		5913		976				
	15		5621		1127		6981		5884		986				
	16		5201		1127		8459		5735		941				
	17		4339		1126		9095		6309		1107				
	18		2721		1127		11107		6521		1415				
	19		2295		1126		11356		6880		1285				
	20		2467		1127		11522		6869		1358				
	21		2558		1127		10401		7359		1319				
	22		2603		1128		9747		7180		874				
	23		2597		1128		9105		6624		651				
	24		2713		1128		8426		5721		626				
