07/24/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		887		367		209		173		3463		0		0
	2		891		369		209		166		3611		0		0
	3		893		369		208		132		3599		0		0
	4		893		367		208		130		3388		0		0
	5		892		368		208		133		3285		0		0
	6		891		344		206		176		3135		0		0
	7		890		333		206		192		2650		175		0
	8		888		358		206		193		2141		1109		18
	9		886		368		208		214		1636		2206		322
	10		885		365		207		209		1038		2980		491
	11		883		374		206		215		649		3526		529
	12		882		370		206		216		448		3978		537
	13		882		374		204		248		392		4047		551
	14		881		376		204		247		386		3970		565
	15		881		341		205		268		456		3901		540
	16		881		327		203		321		612		3417		545
	17		881		329		206		329		956		2612		512
	18		881		335		207		352		1422		2082		485
	19		882		336		207		356		1649		1066		318
	20		882		339		208		328		1734		188		21
	21		881		340		207		287		2059		0		0
	22		881		334		208		237		2094		0		0
	23		882		327		205		228		1833		0		0
	24		884		325		205		201		1449		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		5098		2265		10169		8759		861				
	2		5246		2266		9217		8441		838				
	3		5201		2266		8589		8146		808				
	4		4987		2266		8292		8258		678				
	5		4886		2268		8411		8366		695				
	6		4753		2269		9123		8503		792				
	7		4446		2269		9209		9258		984				
	8		4914		2267		9994		9673		1415				
	9		5840		2269		11066		9364		1553				
	10		6174		2269		12571		9443		1633				
	11		6382		2269		14460		9357		1685				
	12		6637		2269		16004		9192		1953				
	13		6697		2271		17229		9051		2421				
	14		6628		2272		18446		9348		3020				
	15		6594		2271		19870		9361		3384				
	16		6305		2272		21072		9291		3880				
	17		5825		2273		21803		9504		4264				
	18		5763		2273		21572		9799		4237				
	19		4815		2275		21039		10218		4406				
	20		3700		2274		20665		10529		4028				
	21		3774		2274		20012		10803		3320				
	22		3754		2274		18020		11233		3080				
	23		3476		2273		17090		10347		1664				
	24		3064		2274		14798		9996		1286				
