07/21/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		883		370		211		200		2840		0		0
	2		884		370		210		169		2897		0		0
	3		885		369		210		168		2742		0		0
	4		885		369		208		168		2426		0		0
	5		885		363		206		168		2079		0		0
	6		884		343		202		214		1737		0		0
	7		885		344		202		217		1714		197		0
	8		884		344		202		237		1656		1263		10
	9		883		360		204		242		1548		2478		326
	10		882		362		204		242		1362		3330		473
	11		881		364		204		249		1148		3849		491
	12		880		362		199		274		1373		4024		532
	13		879		364		199		270		1510		4077		658
	14		878		370		199		281		1483		4085		570
	15		875		373		205		288		1772		4088		570
	16		874		375		203		320		2061		3836		574
	17		874		374		200		367		2349		3268		559
	18		874		374		204		367		2420		2467		596
	19		874		373		204		331		2429		1251		411
	20		875		372		205		325		2387		241		44
	21		876		372		203		290		2446		0		0
	22		877		361		205		280		2653		0		0
	23		882		361		205		229		2708		0		0
	24		883		361		205		213		2479		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4504		2252		7857		8951		852				
	2		4529		2251		7164		8669		788				
	3		4374		2250		6962		8584		809				
	4		4055		2249		7265		8500		798				
	5		3701		2251		7778		8577		825				
	6		3380		2250		8954		9078		603				
	7		3558		2250		10036		9004		863				
	8		4595		2245		10512		8869		1308				
	9		6041		2245		11082		8676		1293				
	10		6856		2247		11829		8496		1162				
	11		7187		2248		12662		8103		1575				
	12		7645		2249		13310		7974		1353				
	13		7958		2249		13667		7847		1579				
	14		7866		2248		14339		7742		2198				
	15		8172		2246		14498		8047		2303				
	16		8243		2245		14493		8581		2605				
	17		7991		2237		14738		8630		3091				
	18		7302		2237		14621		8825		3688				
	19		5874		2237		14822		9062		4023				
	20		4449		2241		15057		9187		3893				
	21		4187		2243		15706		9225		3291				
	22		4375		2247		15216		9225		2575				
	23		4384		2249		13526		9097		1823				
	24		4141		2249		12113		8697		1248				
