05/29/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		891		331		166		213		3522		0		0
	2		893		328		163		206		3478		0		0
	3		894		329		162		170		3423		0		0
	4		895		330		162		170		3257		0		0
	5		895		333		161		170		2993		128		0
	6		895		328		162		225		2575		130		0
	7		897		302		161		245		2020		462		0
	8		894		308		161		255		1317		1494		60
	9		894		307		161		249		1067		2674		350
	10		893		305		161		251		748		3491		550
	11		894		311		159		254		513		3876		613
	12		890		316		162		264		272		3993		566
	13		889		330		165		285		264		3979		505
	14		888		320		167		292		519		3888		492
	15		888		319		171		286		706		3884		387
	16		887		321		173		307		1078		3659		380
	17		887		315		174		302		1682		3036		269
	18		887		293		175		306		2019		2106		90
	19		887		294		169		331		2146		1194		0
	20		888		294		166		361		2039		324		0
	21		889		291		165		345		2089		0		0
	22		890		285		163		355		2021		0		0
	23		891		282		165		255		2027		0		0
	24		892		285		165		238		1929		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		5123		2285		7162		8038		1524				
	2		5069		2285		6437		7843		1330				
	3		4977		2283		5751		7898		1397				
	4		4813		2283		5542		7791		1440				
	5		4681		2284		5991		7851		1463				
	6		4315		2283		6941		7992		1620				
	7		4087		2284		8135		8179		1766				
	8		4489		2284		9445		7963		2015				
	9		5701		2284		10400		7270		1661				
	10		6399		2283		10704		7195		1723				
	11		6620		2282		11619		7100		1643				
	12		6463		2284		12500		6844		1927				
	13		6418		2284		12941		6776		2096				
	14		6565		2284		13466		6816		2214				
	15		6641		2282		13611		7165		2321				
	16		6805		2280		13870		6861		2865				
	17		6666		2279		14188		7075		2873				
	18		5876		2278		13993		7511		3250				
	19		5022		2277		13510		7991		3423				
	20		4072		2278		13824		8009		3221				
	21		3779		2279		14084		8237		3220				
	22		3713		2280		13696		7967		2822				
	23		3620		2280		12320		7717		1939				
	24		3508		2281		9975		7776		1800				
