04/05/13			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		927		275		191		348		2269		0		0
	2		928		275		191		344		2230		0		0
	3		928		272		192		343		2351		0		0
	4		928		281		192		343		2339		0		0
	5		928		285		191		342		2482		0		0
	6		928		280		190		342		2709		0		0
	7		927		276		190		348		2566		4		0
	8		927		276		189		353		2420		161		0
	9		925		275		191		386		2740		516		92
	10		923		278		193		397		3009		788		257
	11		923		284		193		401		3339		998		266
	12		922		284		194		403		3692		1142		257
	13		922		274		194		403		3943		1225		242
	14		921		258		192		403		3930		1229		222
	15		921		274		191		404		3928		1201		158
	16		921		285		191		404		3829		982		162
	17		920		292		193		404		3612		691		225
	18		920		288		195		413		3390		419		127
	19		920		287		195		407		3347		0		0
	20		921		284		197		407		2958		0		0
	21		921		285		201		403		3560		0		0
	22		923		280		201		402		3522		0		0
	23		926		264		201		380		3315		0		0
	24		926		281		198		352		3118		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4007		2271		7542		6809		1578				
	2		3965		2272		7037		6584		1363				
	3		4083		2273		6692		6631		1281				
	4		4081		2273		6529		6682		1410				
	5		4225		2275		6697		6826		1368				
	6		4446		2276		7068		7018		1477				
	7		4311		2276		7458		7852		2055				
	8		4326		2275		8550		7786		2327				
	9		5126		2276		8809		7761		2337				
	10		5845		2276		8712		7819		2414				
	11		6404		2275		8565		7813		2528				
	12		6893		2276		8089		7776		2667				
	13		7202		2274		8202		7355		2474				
	14		7157		2273		8182		7342		2504				
	15		7077		2274		8041		7329		2568				
	16		6774		2273		8061		7457		2492				
	17		6337		2275		8286		7440		2410				
	18		5752		2277		8112		7629		2565				
	19		5278		2277		8419		7647		2676				
	20		4763		2277		9097		8268		3111				
	21		5367		2277		8716		8230		3506				
	22		5324		2276		7909		8244		3363				
	23		5082		2275		7895		7459		2770				
	24		4873		2274		7288		7135		2141				
