04/11/13			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		903		237		157		286		3609		0		0
	2		904		235		156		283		3716		0		0
	3		905		244		156		281		3412		0		0
	4		906		241		156		282		2830		0		0
	5		906		242		156		281		2461		0		0
	6		906		234		154		283		2016		0		0
	7		906		227		145		296		1949		6		0
	8		907		228		153		310		1695		207		0
	9		905		227		149		331		1419		562		0
	10		903		217		151		343		2034		843		1
	11		902		218		159		354		2598		1116		97
	12		901		217		157		356		2937		1242		189
	13		902		216		155		360		2742		1197		228
	14		901		214		158		357		2245		1272		256
	15		900		219		157		354		2233		1251		259
	16		899		220		155		357		2535		1107		251
	17		899		224		158		367		3097		779		152
	18		899		242		157		365		3291		456		120
	19		899		247		159		359		3457		128		16
	20		901		246		157		370		3654		0		0
	21		902		247		157		367		3572		0		0
	22		904		248		157		348		3548		0		0
	23		906		246		159		335		3677		0		0
	24		907		241		160		300		3403		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		5188		2280		6665		7063		1357				
	2		5291		2279		6163		6694		1115				
	3		4996		2278		6109		6326		1257				
	4		4410		2278		6702		6033		1349				
	5		4041		2278		7143		6462		1390				
	6		3588		2279		7522		7445		1509				
	7		3528		2279		8580		7857		1805				
	8		3500		2280		9247		8205		2161				
	9		3592		2280		9949		8190		2158				
	10		4492		2280		9719		8241		2096				
	11		5444		2280		9410		8531		1771				
	12		6000		2280		9517		8352		1591				
	13		5800		2279		9725		8219		1653				
	14		5403		2279		9695		8343		1873				
	15		5373		2279		9478		8333		2137				
	16		5525		2278		9396		8142		2103				
	17		5676		2279		9136		8218		2020				
	18		5530		2280		9077		7986		2543				
	19		5265		2279		9127		8012		2918				
	20		5330		2280		9558		8176		3487				
	21		5243		2280		10105		8386		3567				
	22		5203		2279		9227		8115		3346				
	23		5320		2280		8496		7714		2150				
	24		5009		2281		7784		7509		1590				
