07/02/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		887		327		194		234		3055		0		0
	2		888		327		195		228		2700		0		0
	3		887		327		195		191		2304		0		0
	4		888		326		195		197		2359		0		0
	5		888		326		195		200		2227		0		0
	6		889		309		192		249		1759		0		0
	7		888		329		190		250		1711		297		0
	8		886		335		188		278		1719		1369		66
	9		886		335		190		290		1219		2520		442
	10		885		337		189		293		858		3271		563
	11		883		337		191		290		717		3742		533
	12		879		337		193		289		653		3933		515
	13		877		341		194		300		690		3954		613
	14		877		340		195		300		905		3925		644
	15		876		342		195		326		1250		3855		651
	16		875		345		196		350		1693		3599		632
	17		876		344		196		383		1951		3103		609
	18		877		343		196		368		2305		2355		563
	19		879		338		190		368		2608		1226		389
	20		880		335		196		320		2912		259		47
	21		879		333		196		318		3133		0		0
	22		880		333		195		296		3407		0		0
	23		881		331		196		264		3343		0		0
	24		882		326		196		257		3116		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4698		2277		9386		8725		1048				
	2		4339		2277		8277		9136		837				
	3		3904		2276		8001		8925		738				
	4		3966		2277		7262		9061		765				
	5		3836		2276		7325		9308		832				
	6		3399		2276		8610		9278		953				
	7		3666		2276		9367		9317		1195				
	8		4841		2276		9848		9225		1239				
	9		5882		2276		10091		9423		1289				
	10		6395		2276		10510		9697		1542				
	11		6693		2276		11779		9466		1680				
	12		6799		2276		13172		9340		1715				
	13		6968		2276		14411		8619		1993				
	14		7185		2276		14735		8822		2685				
	15		7496		2274		15323		8514		3407				
	16		7689		2275		16242		7980		3920				
	17		7463		2271		17115		7770		4021				
	18		7007		2271		16701		8356		4210				
	19		5999		2273		16463		8867		4205				
	20		4948		2273		16346		8745		4209				
	21		4859		2275		15719		9136		3839				
	22		5111		2278		14941		8964		3318				
	23		5015		2278		12864		9447		2131				
	24		4776		2275		10677		9158		1874				
