09/04/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		887		323		197		135		2880		0		0
	2		889		323		198		93		2675		0		0
	3		889		323		198		84		2247		0		0
	4		889		324		198		87		2013		0		0
	5		890		321		198		106		1818		0		0
	6		890		298		198		166		1817		0		0
	7		890		286		197		169		1807		24		0
	8		890		276		195		205		1643		842		0
	9		889		287		196		209		1330		2438		187
	10		886		301		195		217		958		3456		458
	11		884		312		196		248		699		3976		483
	12		883		318		197		269		551		4169		514
	13		882		330		197		275		480		4165		549
	14		883		335		197		269		534		4148		560
	15		881		335		197		289		696		4007		510
	16		880		342		197		313		1100		3695		441
	17		880		341		199		370		1753		3169		517
	18		880		339		199		378		2125		2031		508
	19		880		314		197		386		2281		541		155
	20		879		322		196		380		2635		0		0
	21		881		322		195		292		2941		0		0
	22		884		303		194		261		2887		0		0
	23		886		309		195		205		2635		0		0
	24		885		311		195		187		2239		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4422		2271		11406		6280		648				
	2		4176		2267		10923		5795		693				
	3		3742		2267		11021		5376		602				
	4		3510		2268		10894		5336		615				
	5		3333		2266		11305		5415		667				
	6		3369		2264		12240		5788		718				
	7		3373		2268		12603		7625		817				
	8		4050		2269		12907		7877		951				
	9		5535		2271		12393		7978		865				
	10		6472		2266		12483		7706		976				
	11		6798		2266		13266		7157		1293				
	12		6900		2269		13515		7568		1486				
	13		6878		2270		13851		8202		1575				
	14		6926		2268		15107		8131		1979				
	15		6913		2254		16533		7873		2243				
	16		6970		2262		16949		8156		2651				
	17		7229		2268		16642		8641		2845				
	18		6459		2266		16596		9017		2986				
	19		4754		2256		16776		9431		2883				
	20		4411		2256		16723		9304		2846				
	21		4631		2264		16637		9007		2506				
	22		4529		2267		15403		8816		1689				
	23		4229		2269		13866		8202		1094				
	24		3817		2270		13125		6551		987				
