10/19/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		886		321		171		92		571		0		0
	2		886		316		171		80		530		0		0
	3		886		322		171		48		521		0		0
	4		887		320		171		48		446		0		0
	5		887		324		170		48		500		0		0
	6		886		324		169		48		433		0		0
	7		886		330		168		48		378		0		0
	8		886		331		166		46		415		333		0
	9		886		332		168		47		380		1835		0
	10		885		332		168		58		347		3117		141
	11		884		324		169		99		218		3687		237
	12		883		301		169		107		107		3863		285
	13		882		312		169		111		74		3894		278
	14		881		314		169		101		114		3897		300
	15		880		320		166		122		144		3750		293
	16		880		328		165		125		237		3275		399
	17		880		324		165		129		402		2263		331
	18		881		325		164		176		531		641		64
	19		882		327		164		190		593		0		0
	20		882		330		164		190		913		0		0
	21		883		330		164		155		1173		0		0
	22		884		329		164		127		1205		0		0
	23		885		326		164		103		1104		0		0
	24		886		327		163		96		1091		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		2041		1122		9282		4890		449				
	2		1983		1124		8324		4901		406				
	3		1948		1122		7499		5052		396				
	4		1872		1123		7193		5145		385				
	5		1929		1128		7171		5065		401				
	6		1860		1129		7433		5017		491				
	7		1811		1127		7894		5303		582				
	8		2177		1123		7673		5133		550				
	9		3648		1126		5427		5440		528				
	10		5048		1126		3795		4992		542				
	11		5617		1123		3680		4676		573				
	12		5714		1121		3981		4469		808				
	13		5720		1122		4322		4460		817				
	14		5776		1121		4682		4298		850				
	15		5677		1119		4925		4302		1180				
	16		5409		1118		5822		4556		1257				
	17		4496		1119		7425		5003		1489				
	18		2781		1119		10377		5502		1785				
	19		2156		1119		12311		5747		1766				
	20		2479		1120		12225		6036		1742				
	21		2704		1121		10692		6247		1697				
	22		2709		1120		10303		5756		1166				
	23		2582		1120		9465		5612		759				
	24		2563		1120		8536		4949		678				
